,Supply_ID,val,date
267,SUPPLY001,0.458,2023-12-30
268,SUPPLY001,0.457,2023-12-30
269,SUPPLY001,0.458,2023-12-30
270,SUPPLY001,0.458,2023-12-30
271,SUPPLY001,0.458,2023-12-30
272,SUPPLY001,0.458,2023-12-30
273,SUPPLY001,0.457,2023-12-30
274,SUPPLY001,0.458,2023-12-30
275,SUPPLY001,0.458,2023-12-30
276,SUPPLY001,0.458,2023-12-30
277,SUPPLY001,0.457,2023-12-30
278,SUPPLY001,0.458,2023-12-30
279,SUPPLY001,0.458,2023-12-30
280,SUPPLY001,0.458,2023-12-30
281,SUPPLY001,0.458,2023-12-30
282,SUPPLY001,0.457,2023-12-30
283,SUPPLY001,0.458,2023-12-30
284,SUPPLY001,0.458,2023-12-30
285,SUPPLY001,0.458,2023-12-30
286,SUPPLY001,0.457,2023-12-30
287,SUPPLY001,0.458,2023-12-30
288,SUPPLY001,0.458,2023-12-30
289,SUPPLY001,0.458,2023-12-30
290,SUPPLY001,0.458,2023-12-30
291,SUPPLY001,0.457,2023-12-30
292,SUPPLY001,0.458,2023-12-30
293,SUPPLY001,0.458,2023-12-30
294,SUPPLY001,0.458,2023-12-30
295,SUPPLY001,0.457,2023-12-30
296,SUPPLY001,0.458,2023-12-30
297,SUPPLY001,0.458,2023-12-30
298,SUPPLY001,0.458,2023-12-30
299,SUPPLY001,0.458,2023-12-30
300,SUPPLY001,0.295,2023-12-30
301,SUPPLY001,0.295,2023-12-30
302,SUPPLY001,0.295,2023-12-30
303,SUPPLY001,0.295,2023-12-30
304,SUPPLY001,0.295,2023-12-31
305,SUPPLY001,0.294,2023-12-31
306,SUPPLY001,0.295,2023-12-31
307,SUPPLY001,0.295,2023-12-31
308,SUPPLY001,0.295,2023-12-31
309,SUPPLY001,0.295,2023-12-31
310,SUPPLY001,0.294,2023-12-31
311,SUPPLY001,0.295,2023-12-31
312,SUPPLY001,0.295,2023-12-31
313,SUPPLY001,0.295,2023-12-31
314,SUPPLY001,0.295,2023-12-31
315,SUPPLY001,0.294,2023-12-31
316,SUPPLY001,0.295,2023-12-31
317,SUPPLY001,0.295,2023-12-31
318,SUPPLY001,0.295,2023-12-31
319,SUPPLY001,0.295,2023-12-31
320,SUPPLY001,0.294,2023-12-31
321,SUPPLY001,0.295,2023-12-31
322,SUPPLY001,0.295,2023-12-31
323,SUPPLY001,0.295,2023-12-31
324,SUPPLY001,0.295,2023-12-31
325,SUPPLY001,0.295,2023-12-31
326,SUPPLY001,0.294,2023-12-31
327,SUPPLY001,0.295,2023-12-31
328,SUPPLY001,0.295,2023-12-31
329,SUPPLY001,0.295,2023-12-31
330,SUPPLY001,0.295,2023-12-31
331,SUPPLY001,0.294,2023-12-31
332,SUPPLY001,0.295,2023-12-31
333,SUPPLY001,0.295,2023-12-31
334,SUPPLY001,0.295,2023-12-31
335,SUPPLY001,0.295,2023-12-31
336,SUPPLY001,0.294,2023-12-31
337,SUPPLY001,0.295,2023-12-31
338,SUPPLY001,0.295,2023-12-31
339,SUPPLY001,0.295,2023-12-31
340,SUPPLY001,0.295,2023-12-31
341,SUPPLY001,0.294,2023-12-31
342,SUPPLY001,0.295,2023-12-31
343,SUPPLY001,0.295,2023-12-31
344,SUPPLY001,0.295,2023-12-31
345,SUPPLY001,0.295,2023-12-31
346,SUPPLY001,0.295,2023-12-31
347,SUPPLY001,0.294,2023-12-31
348,SUPPLY001,0.295,2023-12-31
349,SUPPLY001,0.295,2023-12-31
350,SUPPLY001,0.295,2023-12-31
351,SUPPLY001,0.295,2023-12-31
352,SUPPLY001,0.294,2023-12-31
353,SUPPLY001,0.295,2023-12-31
354,SUPPLY001,0.295,2023-12-31
355,SUPPLY001,0.295,2023-12-31
356,SUPPLY001,0.295,2023-12-31
357,SUPPLY001,0.294,2023-12-31
358,SUPPLY001,0.295,2023-12-31
359,SUPPLY001,0.295,2023-12-31
360,SUPPLY001,0.295,2023-12-31
361,SUPPLY001,0.295,2023-12-31
362,SUPPLY001,0.295,2023-12-31
363,SUPPLY001,0.294,2023-12-31
364,SUPPLY001,0.295,2023-12-31
365,SUPPLY001,0.295,2023-12-31
366,SUPPLY001,0.295,2023-12-31
367,SUPPLY001,0.295,2023-12-31
368,SUPPLY001,0.294,2023-12-31
369,SUPPLY001,0.295,2023-12-31
370,SUPPLY001,0.295,2023-12-31
371,SUPPLY001,0.295,2023-12-31
372,SUPPLY001,0.295,2023-12-31
373,SUPPLY001,0.294,2023-12-31
374,SUPPLY001,0.295,2023-12-31
375,SUPPLY001,0.295,2023-12-31
376,SUPPLY001,0.295,2023-12-31
377,SUPPLY001,0.295,2023-12-31
378,SUPPLY001,0.294,2023-12-31
379,SUPPLY001,0.295,2023-12-31
380,SUPPLY001,0.295,2023-12-31
381,SUPPLY001,0.295,2023-12-31
382,SUPPLY001,0.295,2023-12-31
383,SUPPLY001,0.295,2023-12-31
384,SUPPLY001,0.294,2023-12-31
385,SUPPLY001,0.295,2023-12-31
386,SUPPLY001,0.295,2023-12-31
387,SUPPLY001,0.295,2023-12-31
388,SUPPLY001,0.295,2023-12-31
389,SUPPLY001,0.294,2023-12-31
390,SUPPLY001,0.295,2023-12-31
391,SUPPLY001,0.295,2023-12-31
392,SUPPLY001,0.295,2023-12-31
393,SUPPLY001,0.295,2023-12-31
394,SUPPLY001,0.294,2023-12-31
395,SUPPLY001,0.295,2023-12-31
396,SUPPLY001,0.295,2023-12-31
397,SUPPLY001,0.295,2023-12-31
398,SUPPLY001,0.295,2023-12-31
399,SUPPLY001,0.295,2023-12-31
400,SUPPLY002,0.092,2023-12-27
401,SUPPLY002,0.093,2023-12-27
402,SUPPLY002,0.093,2023-12-27
403,SUPPLY002,0.093,2023-12-27
404,SUPPLY002,0.093,2023-12-27
405,SUPPLY002,0.092,2023-12-27
406,SUPPLY002,0.093,2023-12-27
407,SUPPLY002,0.093,2023-12-27
408,SUPPLY002,0.093,2023-12-27
409,SUPPLY002,0.092,2023-12-27
410,SUPPLY002,0.093,2023-12-27
411,SUPPLY002,0.093,2023-12-27
412,SUPPLY002,0.066,2023-12-27
413,SUPPLY002,0.067,2023-12-27
414,SUPPLY002,0.066,2023-12-27
415,SUPPLY002,0.067,2023-12-27
416,SUPPLY002,0.066,2023-12-28
417,SUPPLY002,0.067,2023-12-28
418,SUPPLY002,0.066,2023-12-28
419,SUPPLY002,0.067,2023-12-28
420,SUPPLY002,0.066,2023-12-28
421,SUPPLY002,0.066,2023-12-28
422,SUPPLY002,0.067,2023-12-28
423,SUPPLY002,0.066,2023-12-28
424,SUPPLY002,0.067,2023-12-28
425,SUPPLY002,0.066,2023-12-28
426,SUPPLY002,0.067,2023-12-28
427,SUPPLY002,0.066,2023-12-28
428,SUPPLY002,0.066,2023-12-28
429,SUPPLY002,0.067,2023-12-28
430,SUPPLY002,0.066,2023-12-28
431,SUPPLY002,0.067,2023-12-28
432,SUPPLY002,0.066,2023-12-28
433,SUPPLY002,0.067,2023-12-28
434,SUPPLY002,0.066,2023-12-28
435,SUPPLY002,0.067,2023-12-28
436,SUPPLY002,0.066,2023-12-28
437,SUPPLY002,0.066,2023-12-28
438,SUPPLY002,0.067,2023-12-28
439,SUPPLY002,0.066,2023-12-28
440,SUPPLY002,0.067,2023-12-28
441,SUPPLY002,0.066,2023-12-28
442,SUPPLY002,0.067,2023-12-28
443,SUPPLY002,0.066,2023-12-28
444,SUPPLY002,0.093,2023-12-28
445,SUPPLY002,0.092,2023-12-28
446,SUPPLY002,0.093,2023-12-28
447,SUPPLY002,0.093,2023-12-28
448,SUPPLY002,0.06,2023-12-28
449,SUPPLY002,0.06,2023-12-28
450,SUPPLY002,0.06,2023-12-28
451,SUPPLY002,0.059,2023-12-28
452,SUPPLY002,0.06,2023-12-28
453,SUPPLY002,0.06,2023-12-28
454,SUPPLY002,0.06,2023-12-28
455,SUPPLY002,0.059,2023-12-28
456,SUPPLY002,0.06,2023-12-28
457,SUPPLY002,0.06,2023-12-28
458,SUPPLY002,0.06,2023-12-28
459,SUPPLY002,0.06,2023-12-28
460,SUPPLY002,0.059,2023-12-28
461,SUPPLY002,0.06,2023-12-28
462,SUPPLY002,0.06,2023-12-28
463,SUPPLY002,0.06,2023-12-28
464,SUPPLY002,0.06,2023-12-28
465,SUPPLY002,0.059,2023-12-28
466,SUPPLY002,0.06,2023-12-28
467,SUPPLY002,0.06,2023-12-28
468,SUPPLY002,0.06,2023-12-28
469,SUPPLY002,0.059,2023-12-28
470,SUPPLY002,0.06,2023-12-28
471,SUPPLY002,0.06,2023-12-28
472,SUPPLY002,0.06,2023-12-28
473,SUPPLY002,0.059,2023-12-28
474,SUPPLY002,0.06,2023-12-28
475,SUPPLY002,0.06,2023-12-28
476,SUPPLY002,0.06,2023-12-28
477,SUPPLY002,0.06,2023-12-28
478,SUPPLY002,0.059,2023-12-28
479,SUPPLY002,0.06,2023-12-28
480,SUPPLY002,0.06,2023-12-28
481,SUPPLY002,0.06,2023-12-28
482,SUPPLY002,0.059,2023-12-28
483,SUPPLY002,0.06,2023-12-28
484,SUPPLY002,0.06,2023-12-28
485,SUPPLY002,0.06,2023-12-28
486,SUPPLY002,0.06,2023-12-28
487,SUPPLY002,0.059,2023-12-28
488,SUPPLY002,0.06,2023-12-28
489,SUPPLY002,0.06,2023-12-28
490,SUPPLY002,0.06,2023-12-28
491,SUPPLY002,0.059,2023-12-28
492,SUPPLY002,0.093,2023-12-28
493,SUPPLY002,0.092,2023-12-28
494,SUPPLY002,0.093,2023-12-28
495,SUPPLY002,0.093,2023-12-28
496,SUPPLY002,0.093,2023-12-28
497,SUPPLY002,0.093,2023-12-28
498,SUPPLY002,0.092,2023-12-28
499,SUPPLY002,0.093,2023-12-28
500,SUPPLY002,0.093,2023-12-28
501,SUPPLY002,0.093,2023-12-28
502,SUPPLY002,0.093,2023-12-28
503,SUPPLY002,0.092,2023-12-28
504,SUPPLY002,0.093,2023-12-28
505,SUPPLY002,0.093,2023-12-28
506,SUPPLY002,0.093,2023-12-28
507,SUPPLY002,0.092,2023-12-28
508,SUPPLY002,0.067,2023-12-28
509,SUPPLY002,0.066,2023-12-28
510,SUPPLY002,0.066,2023-12-28
511,SUPPLY002,0.067,2023-12-28
512,SUPPLY002,0.066,2023-12-29
513,SUPPLY002,0.067,2023-12-29
514,SUPPLY002,0.066,2023-12-29
515,SUPPLY002,0.067,2023-12-29
516,SUPPLY002,0.066,2023-12-29
517,SUPPLY002,0.067,2023-12-29
518,SUPPLY002,0.066,2023-12-29
519,SUPPLY002,0.066,2023-12-29
520,SUPPLY002,0.067,2023-12-29
521,SUPPLY002,0.066,2023-12-29
522,SUPPLY002,0.067,2023-12-29
523,SUPPLY002,0.066,2023-12-29
524,SUPPLY002,0.067,2023-12-29
525,SUPPLY002,0.066,2023-12-29
526,SUPPLY002,0.067,2023-12-29
527,SUPPLY002,0.066,2023-12-29
528,SUPPLY002,0.066,2023-12-29
529,SUPPLY002,0.067,2023-12-29
530,SUPPLY002,0.066,2023-12-29
531,SUPPLY002,0.067,2023-12-29
532,SUPPLY002,0.066,2023-12-29
533,SUPPLY002,0.067,2023-12-29
534,SUPPLY002,0.066,2023-12-29
535,SUPPLY002,0.066,2023-12-29
536,SUPPLY002,0.067,2023-12-29
537,SUPPLY002,0.066,2023-12-29
538,SUPPLY002,0.067,2023-12-29
539,SUPPLY002,0.066,2023-12-29
540,SUPPLY002,0.093,2023-12-29
541,SUPPLY002,0.093,2023-12-29
542,SUPPLY002,0.093,2023-12-29
543,SUPPLY002,0.092,2023-12-29
544,SUPPLY002,0.06,2023-12-29
545,SUPPLY002,0.06,2023-12-29
546,SUPPLY002,0.06,2023-12-29
547,SUPPLY002,0.06,2023-12-29
548,SUPPLY002,0.059,2023-12-29
549,SUPPLY002,0.06,2023-12-29
550,SUPPLY002,0.06,2023-12-29
551,SUPPLY002,0.06,2023-12-29
552,SUPPLY002,0.059,2023-12-29
553,SUPPLY002,0.06,2023-12-29
554,SUPPLY002,0.06,2023-12-29
555,SUPPLY002,0.06,2023-12-29
556,SUPPLY002,0.059,2023-12-29
557,SUPPLY002,0.06,2023-12-29
558,SUPPLY002,0.06,2023-12-29
559,SUPPLY002,0.06,2023-12-29
560,SUPPLY002,0.06,2023-12-29
561,SUPPLY002,0.059,2023-12-29
562,SUPPLY002,0.06,2023-12-29
563,SUPPLY002,0.06,2023-12-29
564,SUPPLY002,0.06,2023-12-29
565,SUPPLY002,0.059,2023-12-29
566,SUPPLY002,0.06,2023-12-29
567,SUPPLY002,0.06,2023-12-29
568,SUPPLY002,0.06,2023-12-29
569,SUPPLY002,0.06,2023-12-29
570,SUPPLY002,0.059,2023-12-29
571,SUPPLY002,0.06,2023-12-29
572,SUPPLY002,0.06,2023-12-29
573,SUPPLY002,0.06,2023-12-29
574,SUPPLY002,0.059,2023-12-29
575,SUPPLY002,0.06,2023-12-29
576,SUPPLY002,0.06,2023-12-29
577,SUPPLY002,0.06,2023-12-29
578,SUPPLY002,0.06,2023-12-29
579,SUPPLY002,0.059,2023-12-29
580,SUPPLY002,0.06,2023-12-29
581,SUPPLY002,0.06,2023-12-29
582,SUPPLY002,0.06,2023-12-29
583,SUPPLY002,0.059,2023-12-29
584,SUPPLY002,0.06,2023-12-29
585,SUPPLY002,0.06,2023-12-29
586,SUPPLY002,0.06,2023-12-29
587,SUPPLY002,0.06,2023-12-29
588,SUPPLY002,0.093,2023-12-29
589,SUPPLY002,0.093,2023-12-29
590,SUPPLY002,0.093,2023-12-29
591,SUPPLY002,0.093,2023-12-29
592,SUPPLY002,0.092,2023-12-29
593,SUPPLY002,0.093,2023-12-29
594,SUPPLY002,0.093,2023-12-29
595,SUPPLY002,0.093,2023-12-29
596,SUPPLY002,0.093,2023-12-29
597,SUPPLY002,0.092,2023-12-29
598,SUPPLY002,0.093,2023-12-29
599,SUPPLY002,0.093,2023-12-29
600,SUPPLY002,0.093,2023-12-29
601,SUPPLY002,0.092,2023-12-29
602,SUPPLY002,0.093,2023-12-29
603,SUPPLY002,0.093,2023-12-29
604,SUPPLY002,0.067,2023-12-29
605,SUPPLY002,0.066,2023-12-29
606,SUPPLY002,0.067,2023-12-29
607,SUPPLY002,0.066,2023-12-29
608,SUPPLY002,0.067,2023-12-30
609,SUPPLY002,0.066,2023-12-30
610,SUPPLY002,0.066,2023-12-30
611,SUPPLY002,0.067,2023-12-30
612,SUPPLY002,0.066,2023-12-30
613,SUPPLY002,0.067,2023-12-30
614,SUPPLY002,0.066,2023-12-30
615,SUPPLY002,0.067,2023-12-30
616,SUPPLY002,0.066,2023-12-30
617,SUPPLY002,0.066,2023-12-30
618,SUPPLY002,0.067,2023-12-30
619,SUPPLY002,0.066,2023-12-30
620,SUPPLY002,0.067,2023-12-30
621,SUPPLY002,0.066,2023-12-30
622,SUPPLY002,0.067,2023-12-30
623,SUPPLY002,0.066,2023-12-30
624,SUPPLY002,0.067,2023-12-30
625,SUPPLY002,0.066,2023-12-30
626,SUPPLY002,0.066,2023-12-30
627,SUPPLY002,0.067,2023-12-30
628,SUPPLY002,0.066,2023-12-30
629,SUPPLY002,0.067,2023-12-30
630,SUPPLY002,0.066,2023-12-30
631,SUPPLY002,0.067,2023-12-30
632,SUPPLY002,0.066,2023-12-30
633,SUPPLY002,0.066,2023-12-30
634,SUPPLY002,0.067,2023-12-30
635,SUPPLY002,0.066,2023-12-30
636,SUPPLY002,0.093,2023-12-30
637,SUPPLY002,0.092,2023-12-30
638,SUPPLY002,0.093,2023-12-30
639,SUPPLY002,0.093,2023-12-30
640,SUPPLY002,0.093,2023-12-30
641,SUPPLY002,0.093,2023-12-30
642,SUPPLY002,0.092,2023-12-30
643,SUPPLY002,0.093,2023-12-30
644,SUPPLY002,0.093,2023-12-30
645,SUPPLY002,0.093,2023-12-30
646,SUPPLY002,0.092,2023-12-30
647,SUPPLY002,0.093,2023-12-30
648,SUPPLY002,0.093,2023-12-30
649,SUPPLY002,0.093,2023-12-30
650,SUPPLY002,0.092,2023-12-30
651,SUPPLY002,0.093,2023-12-30
652,SUPPLY002,0.093,2023-12-30
653,SUPPLY002,0.093,2023-12-30
654,SUPPLY002,0.093,2023-12-30
655,SUPPLY002,0.092,2023-12-30
656,SUPPLY002,0.093,2023-12-30
657,SUPPLY002,0.093,2023-12-30
658,SUPPLY002,0.093,2023-12-30
659,SUPPLY002,0.092,2023-12-30
660,SUPPLY002,0.093,2023-12-30
661,SUPPLY002,0.093,2023-12-30
662,SUPPLY002,0.093,2023-12-30
663,SUPPLY002,0.092,2023-12-30
664,SUPPLY002,0.093,2023-12-30
