Supply_ID,Period_Start_Date,Period_End_Date,Period_Index,Mean_Consumption_Period,Max_Consumption_Period,Min_Consumption_Period,Std_Consumption_Period,Median_Consumption_Period,IQR_Consumption_Period,Num_Zero_Readings_Period,Daily_Avg_Change_Period,Daily_Std_Change_Period,Max_Daily_Consumption,Min_Daily_Consumption,Trend_Period,Period_Total_Consumption_Ratio_to_Supply_Total,Is_Non_Regular,anomaly_prediction_ocsvm,anomaly_score_ocsvm
SUPPLY001,2023-03-29,2023-04-08,17,0.2968583333333333,0.418,0.0,0.1391382937573668,0.289,0.123,99,0.0458888888888885,15.454197046793183,35.089,0.052,0.0002277492298711,0.020400087503393,1,1,0.2457695328902112
SUPPLY001,2023-04-08,2023-04-18,18,0.3405802083333333,0.411,0.287,0.0565839859875396,0.289,0.104,0,0.0897777777777769,4.991169296311684,35.09,27.649,3.4227284589067315e-05,0.0234046522255525,1,1,0.43859203975845773
SUPPLY001,2023-04-18,2023-04-28,19,0.3491770833333333,0.411,0.287,0.05762915761973,0.391,0.122,0,0.0,5.132677127971328,35.09,27.649,-1.9426643258076613e-05,0.0239954289785124,1,1,0.2750838991867788
SUPPLY001,2023-04-28,2023-05-08,20,0.3118385416666667,0.411,0.0,0.1169303063014913,0.289,0.104,43,-0.8267777777777781,15.9204369504874,35.09,0.053,9.288735529226912e-05,0.0214295265539583,1,1,0.9364575434851297
SUPPLY001,2023-05-08,2023-05-18,21,0.3569291666666667,0.411,0.287,0.0567353512978993,0.392,0.122,0,0.0,3.53605864628968,35.09,27.649,-4.798073782631887e-06,0.0245281516969817,1,1,0.21685614953082677
SUPPLY001,2023-05-18,2023-05-28,22,0.21124375,0.902,0.0,0.1800598584357903,0.288,0.391,172,-3.892888888888888,12.306604349336627,35.379000000000005,0.052,-0.0005251751982152,0.0145166582866515,1,-1,-5.8994474395424525
SUPPLY001,2023-05-28,2023-06-07,23,0.304984375,0.902,0.0,0.1397697225982349,0.288,0.122,44,0.8820000000000007,18.547618715080382,35.379000000000005,0.053,9.074222492645908e-05,0.020958508616908,1,1,0.6180229495593892
SUPPLY001,2023-06-07,2023-06-17,24,0.32044375,0.902,0.0,0.1233203098190595,0.385,0.119,43,3.849777777777778,12.241256407920083,36.273,0.053,0.0002192349926594,0.022020875973103,1,-1,-1.9471772398978544
SUPPLY001,2023-06-17,2023-06-27,25,0.386771875,0.902,0.0,0.131459692378125,0.392,0.1269999999999999,47,0.8548888888888891,7.953592434309865,41.981,23.296,0.0001477459081986,0.026578940888251,1,1,1.0352432394491267
SUPPLY001,2023-06-27,2023-07-07,26,0.429175,0.902,0.343,0.093207274595597,0.445,0.126,0,0.0,3.5449249992066143,41.981,34.662,1.086535467160721e-06,0.0294928811866559,1,-1,-1.1469232104102467
SUPPLY001,2023-07-07,2023-07-17,27,0.4210510416666667,0.902,0.343,0.0890717774729352,0.445,0.135,0,-0.8132222222222225,4.206510304806641,41.982,34.662,-1.4069520746007705e-05,0.0289346032396871,1,-1,-1.2298231154159467
SUPPLY001,2023-07-17,2023-07-27,28,0.429184375,0.902,0.343,0.0900032693510286,0.445,0.135,0,0.0,3.545424128366028,41.982,34.662,-8.631051845759403e-06,0.0294935254361139,1,-1,-1.1480815286955774
SUPPLY001,2023-07-27,2023-08-06,29,0.4286875,0.902,0.343,0.0929321472567135,0.445,0.126,0,-0.0536666666666663,3.548854040391068,41.983,34.663,1.863663046509384e-05,0.0294593802148414,1,-1,-1.1545964397482535
SUPPLY001,2023-08-06,2023-08-16,30,0.4139437499999999,0.902,0.343,0.0930211888052185,0.356,0.1149999999999999,0,0.0,5.095492517902466,41.983,34.663,-2.155157774693728e-05,0.0284461905672716,1,-1,-0.8585216133248217
SUPPLY001,2023-08-16,2023-08-26,31,0.4291937500000001,0.902,0.343,0.0963138874950046,0.445,0.126,0,0.0,3.5452001353943348,41.983,34.663,1.0810328027699696e-05,0.0294941696855719,1,-1,-1.1471644597725543
SUPPLY001,2023-08-26,2023-09-05,32,0.4210739583333333,0.902,0.343,0.093888146732868,0.445,0.126,0,0.0538888888888888,5.009875209135564,41.984,34.664,5.597709795691862e-06,0.0289361780716955,1,-1,-1.0841898371061305
SUPPLY001,2023-09-05,2023-09-15,33,0.3962020833333334,0.902,0.101,0.1468341789796041,0.445,0.1269999999999999,0,-0.1188888888888889,14.651607577706656,41.984,10.805,-3.823877033286754e-05,0.0272269842596972,1,1,1.364602176535076
SUPPLY001,2023-09-15,2023-09-25,34,0.4471708333333333,0.898,0.13,0.1435390678792601,0.448,0.183,0,0.0194444444444449,3.674663559807591,48.67,41.179,-6.61057574932282e-06,0.0307295538128687,1,1,0.5711662555038863
SUPPLY001,2023-09-25,2023-10-05,35,0.4140895833333333,0.919,0.11,0.1460171340519313,0.422,0.2329999999999999,0,-0.4948888888888889,5.275086265750645,48.077,36.976,1.315482655688645e-05,0.0284562122255067,1,1,1.008071681915446
SUPPLY001,2023-10-05,2023-10-15,36,0.4146854166666667,0.979,0.11,0.1383572735219469,0.425,0.2272499999999999,0,0.6551111111111112,2.9686114365324245,43.638,36.975,6.641443295836886e-05,0.0284971578577245,1,1,0.8509650340013835
SUPPLY001,2023-10-15,2023-10-25,37,0.385734375,0.983,0.0,0.1335691221491107,0.397,0.2109999999999999,1,-0.2242222222222223,3.3190684603431184,39.297,31.09,1.5238738594551448e-05,0.0265076439482355,1,1,1.2234059859567168
SUPPLY001,2023-10-25,2023-11-04,38,0.3884572916666666,0.998,0.099,0.1240733084495311,0.405,0.182,0,0.2797777777777778,3.203859577828662,41.954,34.157,1.6383176142769155e-05,0.0266947626241397,1,1,1.317126595856454
SUPPLY001,2023-11-04,2023-11-14,39,0.3802,0.869,0.276,0.0996426022100109,0.452,0.18,0,-0.0266666666666661,7.290496588024717,38.729,28.3,1.0590669043694723e-05,0.026127322018213,1,1,0.2907910742538995
SUPPLY001,2023-11-14,2023-11-24,40,0.3905635416666667,0.869,0.276,0.0983276010392284,0.452,0.176,0,0.0,5.155547521844797,38.729,28.3,6.26980253884798e-06,0.0268395040023639,1,1,0.2625743127375877
SUPPLY002,2019-01-01,2019-01-11,1,0.214415625,0.847,0.008,0.1851385220077238,0.1305,0.30625,0,0.0274444444444444,6.073986975436956,27.831,13.061,-2.427966908601268e-05,0.0451827182726174,1,1,2.2125086397543328
SUPPLY002,2019-01-11,2019-01-21,2,0.2072677083333333,0.685,0.008,0.1759742616707082,0.1835,0.285,0,-0.8897777777777777,3.3800588300271417,25.135,12.494,-7.902806019754794e-05,0.043676474009933,1,1,1.9303176922250884
SUPPLY002,2019-01-21,2019-01-31,3,0.2143135416666666,0.829,0.008,0.1720324332976699,0.1855,0.29625,0,-0.1254444444444445,3.690151016933829,24.799,16.516000000000002,3.985583073549318e-05,0.0451612067690116,1,1,2.1409402958005614
SUPPLY002,2019-01-31,2019-02-10,4,0.165553125,0.675,0.016,0.1511572436064772,0.099,0.22,0,-0.4152222222222224,3.4875650451919094,19.966,11.676,-9.90302588218959e-06,0.0348861712201544,1,1,2.1433562870199907
SUPPLY002,2019-02-10,2019-02-20,5,0.15365,0.714,0.008,0.1427799827074493,0.093,0.2232499999999999,0,0.2088888888888888,3.683803009270597,18.257,11.15,5.464049440157799e-06,0.0323778859986891,1,1,2.087836744867296
SUPPLY002,2019-02-20,2019-03-02,6,0.1901,0.877,0.016,0.1833125003488583,0.1065,0.2635,0,2.0558888888888887,7.474960642780074,36.059,10.546,0.000141347131453,0.0400588098167966,1,1,1.0802684616618414
SUPPLY002,2019-03-02,2019-03-12,7,0.124084375,0.765,0.031,0.1404009013605019,0.06,0.173,0,-2.591,6.486205477781288,32.011,5.91,-0.0001642938726604,0.0261476716431408,1,1,0.4543106177903198
SUPPLY002,2019-03-12,2019-03-22,8,0.120728125,0.676,0.031,0.125716549110096,0.066,0.15725,0,-0.4769999999999998,3.725986178181557,17.823,6.886,-7.048228812097235e-05,0.025440426085815,1,1,1.9349171577485222
SUPPLY002,2019-03-22,2019-04-01,9,0.11209375,0.559,0.0,0.1149871986459817,0.064,0.09575,4,0.3550000000000001,4.425259455670369,15.922,6.793,7.082040290842332e-05,0.0236209479900133,1,1,1.7345984477020764
SUPPLY002,2019-04-01,2019-04-11,10,0.104790625,0.515,0.026,0.0996677426845317,0.066,0.081,0,0.2224444444444443,2.572381732515176,13.167,6.42,6.245470508323038e-05,0.0220819974616425,1,1,1.73455071790152
SUPPLY002,2019-04-11,2019-04-21,11,0.0829635416666666,0.478,0.009,0.0822623522801758,0.049,0.047,0,-0.5123333333333334,2.71771710264332,12.681,4.858,-5.59346242237677e-05,0.017482486782498,1,1,1.4633694571601694
SUPPLY002,2019-04-21,2019-05-01,12,0.0604885416666666,0.356,0.032,0.0400081049395408,0.046,0.0369999999999999,0,-0.1876666666666666,1.5289111321460114,8.697,4.969,-1.8269137390557102e-05,0.0127464439069983,1,1,1.3307976484706003
SUPPLY002,2019-05-01,2019-05-11,13,0.0615885416666666,0.34,0.032,0.0413440569717151,0.051,0.0359999999999999,0,-0.0662222222222222,0.7658687514479516,7.279,4.881,-7.131199415363951e-06,0.0129782413336078,1,1,1.266265809125148
SUPPLY002,2019-05-11,2019-05-21,14,0.0584572916666666,0.326,0.028,0.0370681564989942,0.047,0.035,0,0.0192222222222222,0.812402729220209,6.667,4.5600000000000005,1.0130348177461097e-05,0.0123184088862704,1,1,1.2036974092049029
SUPPLY002,2019-05-21,2019-05-31,15,0.0507135416666666,0.151,0.032,0.0196490645901614,0.043,0.032,0,0.0166666666666667,0.6772082397608581,5.503,4.296,-2.011442883510049e-06,0.0106866076841724,1,1,1.049865656152182
SUPPLY002,2019-05-31,2019-06-10,16,0.0648375,0.338,0.032,0.0529444063791488,0.049,0.03,0,0.6053333333333333,1.5667105667608172,10.662,4.557,6.180611090072797e-05,0.0136628778616336,1,1,1.257037197426481
SUPPLY002,2019-06-10,2019-06-20,17,0.1266864583333333,0.399,0.033,0.095812167565263,0.068,0.189,0,0.0466666666666666,2.118950860685542,14.861,8.944,1.7269692404180094e-05,0.0266959954799501,1,1,1.9304770453212896
SUPPLY002,2019-06-20,2019-06-30,18,0.1402833333333333,0.475,0.033,0.0972416924476682,0.085,0.192,0,0.5877777777777777,2.1191251601650247,16.307,8.793000000000001,7.162104939349979e-05,0.0295611960571608,1,1,1.8588933181734433
SUPPLY002,2019-06-30,2019-07-10,19,0.1417197916666666,0.331,0.033,0.0965643691909463,0.144,0.192,0,0.1837777777777777,2.315272920077554,15.748,10.443,1.8453192494783494e-05,0.029863893643614,1,1,2.0748717598945774
SUPPLY002,2019-07-10,2019-07-20,20,0.1263916666666666,0.334,0.033,0.0885921089360004,0.0835,0.1545,0,-0.3659999999999999,1.557988687378699,14.593,9.062,-6.117397588322052e-05,0.0266338755256599,1,1,1.8113155878447387
SUPPLY002,2019-07-20,2019-07-30,21,0.142209375,0.394,0.033,0.0956922798612935,0.145,0.193,0,0.3946666666666666,2.1529909428513627,16.125,10.907,2.1896433535626617e-05,0.0299670610588664,1,1,2.060401715678424
SUPPLY002,2019-07-30,2019-08-09,22,0.117609375,0.425,0.033,0.0935891589513835,0.063,0.15825,0,0.3013333333333333,3.055775924376655,14.074,8.471,4.15992340486476e-06,0.0247832277001436,1,1,1.940942385029274
SUPPLY002,2019-08-09,2019-08-19,23,0.1473416666666666,0.348,0.033,0.1023239959102148,0.092,0.203,0,-0.0394444444444444,2.079375093093543,16.292,10.735,-2.1957367032733372e-05,0.0310485628779055,1,1,2.0300659574016677
SUPPLY002,2019-08-19,2019-08-29,24,0.1430875,0.371,0.034,0.1066328651746228,0.089,0.205,0,0.4133333333333334,2.733776920306409,17.55,10.346,3.2626459555620137e-05,0.0301521038909041,1,1,2.0333885476931997
SUPPLY002,2019-08-29,2019-09-08,25,0.1088843749999999,0.363,0.033,0.0933428774420447,0.062,0.09025,0,-0.2775555555555555,1.8648270771784112,12.458,7.253,-3.916546811574232e-05,0.0229446526572633,1,1,1.7462860911852474
SUPPLY002,2019-09-08,2019-09-18,26,0.09084375,0.337,0.033,0.0732450325199092,0.059,0.069,0,0.131,1.8643785157526351,11.184,7.329,2.6407946948727222e-05,0.0191430431577833,1,1,1.6437561347521665
SUPPLY002,2019-09-18,2019-09-28,27,0.0894708333333333,0.344,0.033,0.0722221632086245,0.06,0.073,0,0.0463333333333333,1.43938042226508,10.454,7.238,1.59053585127588e-05,0.018853735384799,1,1,1.6143432734274654
SUPPLY002,2019-09-28,2019-10-08,28,0.0769479166666666,0.347,0.033,0.0511264701478018,0.06,0.069,0,-0.0035555555555555,0.673941969147031,7.992,6.416,3.6039942534659655e-06,0.016214844605727,1,1,1.4284904797179152
SUPPLY002,2019-10-08,2019-10-18,29,0.061534375,0.348,0.033,0.0309878523345793,0.054,0.048,0,0.0459999999999999,0.5684173202850172,6.982,5.254,1.0333310637272824e-05,0.0129668270663884,1,1,1.2518530880961087
SUPPLY002,2019-10-18,2019-10-28,30,0.0657447916666666,0.38,0.01,0.0348383197559597,0.059,0.05,0,-0.1561111111111111,0.7022790478941482,7.302,5.567,-1.9972962752780738e-06,0.0138540668375587,1,1,1.217560943543596
SUPPLY002,2019-10-28,2019-11-07,31,0.06478125,0.309,0.032,0.032819950926717,0.058,0.04925,0,0.0558888888888889,0.6026007061986496,6.89,5.195,1.3322632728551108e-05,0.0136510245841365,1,1,1.262851245042647
SUPPLY002,2019-11-07,2019-11-17,32,0.0886385416666666,0.473,0.031,0.0719886415988485,0.07,0.06925,0,0.3786666666666667,1.4454937737672895,9.83,6.422,3.481537930271184e-05,0.01867835077887,1,1,1.580128161431567
SUPPLY002,2019-11-17,2019-11-27,33,0.0905177083333333,0.404,0.031,0.0673015694483957,0.071,0.07725,0,-0.1124444444444445,1.025453693629204,9.607,7.134,1.3775466607494157e-05,0.019074338049328,1,1,1.5926444057567792
SUPPLY002,2019-11-27,2019-12-07,34,0.0943885416666666,0.365,0.031,0.0674819411517192,0.074,0.073,0,0.1649999999999999,0.8741186990334897,10.596,7.774,3.4025230875901574e-05,0.0198900191452382,1,1,1.5853476244465767
SUPPLY002,2019-12-07,2019-12-17,35,0.1381447916666666,0.599,0.031,0.1141577529968931,0.102,0.143,0,0.0235555555555555,6.831242257289503,20.603,8.236,4.315679189105019e-05,0.029110552007133,1,1,2.2289351750435387
SUPPLY002,2019-12-17,2019-12-27,36,0.134034375,0.59,0.032,0.099985316260964,0.1065,0.1392499999999999,0,0.4714444444444445,4.002828316050762,16.37,8.976,5.237457533048536e-05,0.0282443847292908,1,1,2.07418231989255
SUPPLY002,2019-12-27,2020-01-06,37,0.167690625,0.559,0.007,0.1189351569097199,0.164,0.16825,0,0.3826666666666667,6.592059769146514,23.305,10.473,4.776421876542833e-05,0.0353365957650434,1,1,2.2314594393725216
SUPPLY002,2020-01-06,2020-01-16,38,0.1624114583333333,0.618,0.021,0.1370909004583685,0.1025,0.229,0,-1.3035555555555556,2.7577777788969478,21.334,9.107,-0.0001101338204034,0.0342241437214286,1,1,1.6050354112134428
SUPPLY002,2020-01-16,2020-01-26,39,0.1410083333333333,0.516,0.032,0.1199114025271599,0.089,0.18625,0,0.5073333333333334,5.415822513709252,17.889,8.722,4.970022211395639e-05,0.0297139716337899,1,1,2.1146805436506213
SUPPLY002,2020-01-26,2020-02-05,40,0.0991062499999999,0.494,0.032,0.0944034182813931,0.059,0.08225,0,0.0637777777777777,3.539935478853314,13.556,6.8180000000000005,-1.9016812084215392e-06,0.020884157919021,1,1,1.8769780075085762
SUPPLY003,2019-01-01,2019-01-11,1,0.1335166666666666,0.818,0.0,0.1603887214034194,0.055,0.21475,11,0.3102222222222222,3.852904059854649,16.305,8.616,2.2285112614054384e-05,0.0171372424704016,1,1,1.7995763671548914
SUPPLY003,2019-01-11,2019-01-21,2,0.1367041666666666,0.807,0.0,0.1570672696600747,0.0695,0.1942499999999999,6,0.0297777777777778,1.3319025656722956,14.266,11.734,2.978327613202698e-05,0.0175463671268071,1,1,1.6900643528517776
SUPPLY003,2019-01-21,2019-01-31,3,0.1424458333333333,0.844,0.0,0.1625159242484911,0.076,0.215,3,0.0491111111111111,4.364399713719071,17.52,9.362,2.7289336251449908e-05,0.0182833263118094,1,1,1.903529588576987
SUPPLY003,2019-01-31,2019-02-10,4,0.126803125,0.845,0.0,0.1546947136198383,0.056,0.1704999999999999,7,-0.1167777777777778,2.02724664124631,14.133,9.915,8.550892253572241e-06,0.0162755403754561,1,1,1.7145300570686288
SUPPLY003,2019-02-10,2019-02-20,5,0.1265625,0.803,0.0,0.1577398640256021,0.054,0.192,6,0.2395555555555554,2.5140723493522965,15.197,9.855,2.34516313494263e-05,0.0162446554749235,1,1,1.7277567464843173
SUPPLY003,2019-02-20,2019-03-02,6,0.1283937499999999,0.789,0.0,0.1564880042593023,0.057,0.1515,8,-0.3064444444444443,3.571875036696802,15.207,9.131,1.0252669544997417e-05,0.0164797016010545,1,1,1.8038817445016804
SUPPLY003,2019-03-02,2019-03-12,7,0.1340239583333333,0.789,0.0,0.1551971615932084,0.064,0.17525,3,-0.1636666666666665,3.416659808936207,17.017,8.636,5.922451087719566e-08,0.0172023547931694,1,1,1.8540756984674402
SUPPLY003,2019-03-12,2019-03-22,8,0.128578125,0.815,0.001,0.1474226618641112,0.062,0.15525,0,0.4837777777777777,3.107546008419577,15.848,8.862,4.20738914104724e-05,0.0165033666547093,1,1,1.7464978319512667
SUPPLY003,2019-03-22,2019-04-01,9,0.1209249999999999,0.799,0.0,0.1407911379510351,0.059,0.126,4,-0.6355555555555555,2.035401134365847,14.407,6.55,-1.536866901982319e-05,0.0155210663767318,1,1,1.6155332479034143
SUPPLY003,2019-04-01,2019-04-11,10,0.1247614583333333,0.806,0.001,0.1462877104807653,0.059,0.14875,0,-0.1854444444444443,4.0446485666591325,15.774,7.122,5.177801028429774e-06,0.0160134866739676,1,1,1.8331292912375474
SUPPLY003,2019-04-11,2019-04-21,11,0.1189208333333333,0.889,0.001,0.1433291201658677,0.057,0.126,0,0.0164444444444443,6.143891379067324,15.505,6.759,1.5872602943362508e-05,0.0152638259064952,1,1,1.8515695648837251
SUPPLY003,2019-04-21,2019-05-01,12,0.1068729166666666,0.843,0.001,0.1379916671549618,0.052,0.10825,0,-0.2152222222222221,0.8669349424521107,11.697,9.004,1.4525650526964467e-05,0.0137174416659769,1,1,1.523559452506099
SUPPLY003,2019-05-01,2019-05-11,13,0.1021802083333333,0.74,0.001,0.131804884011872,0.051,0.0989999999999999,0,-0.0051111111111112,3.817053459294369,13.428,6.743,4.124487032863528e-05,0.0131151192551578,1,1,1.6714696801413638
SUPPLY003,2019-05-11,2019-05-21,14,0.1084416666666666,0.828,0.001,0.1332995432505151,0.053,0.10925,0,-0.1896666666666665,2.5565116858719814,13.141,8.416,6.943773810518454e-06,0.0139187951733451,1,1,1.6772089876599665
SUPPLY003,2019-05-21,2019-05-31,15,0.1025197916666666,0.734,0.001,0.1297559095475876,0.052,0.099,0,0.1224444444444442,1.169301940380575,11.76,8.249,4.023230955111714e-05,0.0131587057381604,1,1,1.5042890062586238
SUPPLY003,2019-05-31,2019-06-10,16,0.1003354166666666,0.647,0.001,0.1094152244470869,0.059,0.09875,0,-0.0401111111111109,2.659040684365531,12.512,8.021,1.1658405662332589e-05,0.0128783350177414,1,1,1.6516264422835292
SUPPLY003,2019-06-10,2019-06-20,17,0.1142145833333333,0.627,0.006,0.1053854922505258,0.077,0.08925,0,-0.2418888888888888,3.227290327985865,14.871,8.525,2.3937024128715364e-05,0.0146597653843906,1,1,1.783889024987758
SUPPLY003,2019-06-20,2019-06-30,18,0.1273645833333333,0.754,0.013,0.1138306940094769,0.088,0.09425,0,0.2182222222222222,2.2941542983078635,15.015,9.327,-1.0516843551262578e-05,0.0163476051433654,1,1,1.8540335257011122
SUPPLY003,2019-06-30,2019-07-10,19,0.1040385416666666,0.749,0.013,0.1033211358614592,0.072,0.076,0,0.5807777777777778,4.197354338681027,13.585,6.337,1.1632981101324944e-05,0.0133536416038595,1,1,1.7447288406379187
SUPPLY003,2019-07-10,2019-07-20,20,0.0965125,0.7,0.0,0.1131621694304158,0.053,0.081,2,-0.3423333333333332,3.014503483162692,11.632,6.25,9.590776465686204e-06,0.012387652831791,1,1,1.5825211419156346
SUPPLY003,2019-07-20,2019-07-30,21,0.1016958333333333,0.805,0.0,0.1038537472449747,0.0635,0.074,3,-0.4543333333333333,2.3457991708584096,13.868,6.781,-2.001156414015221e-05,0.0130529483514883,1,1,1.5895210746840789
SUPPLY003,2019-07-30,2019-08-09,22,0.10119375,0.697,0.015,0.1074863425255036,0.062,0.065,0,-0.0212222222222223,2.0842055307585303,12.242,8.223,1.2457668682366171e-05,0.012988504533061,1,1,1.6724472479261223
SUPPLY003,2019-08-09,2019-08-19,23,0.0954510416666666,0.74,0.011,0.1046203409690586,0.057,0.06225,0,-0.2905555555555555,2.0019160890950896,10.755,6.348,-3.0754902620337e-06,0.0122514116471906,1,1,1.565116296902005
SUPPLY003,2019-08-19,2019-08-29,24,0.1012114583333333,0.577,0.017,0.0950206282085604,0.0675,0.064,0,0.0573333333333333,1.0751817288254113,10.603,8.045,8.385825885227562e-06,0.0129907774478188,1,1,1.5740170751073137
SUPPLY003,2019-08-29,2019-09-08,25,0.0989875,0.765,0.012,0.0993306159860014,0.061,0.06025,0,-0.0367777777777777,2.630724604447307,11.934,6.917,-4.623160398394616e-06,0.0127053260944117,1,1,1.66311721172616
SUPPLY003,2019-09-08,2019-09-18,26,0.1000364583333333,0.753,0.0,0.1074311852590827,0.058,0.07725,5,-0.1273333333333334,2.462814294663729,11.452,6.606,-1.0892379711783588e-05,0.0128399628685949,1,1,1.589662489104363
SUPPLY003,2019-09-18,2019-09-28,27,0.251871875,0.945,0.0,0.1868076783679156,0.225,0.243,6,2.3498888888888887,7.338007128036272,36.599,9.893,0.0003316258684633,0.0323284688055151,1,-1,-0.986960010414748
SUPPLY003,2019-09-28,2019-10-08,28,0.347275,0.96,0.086,0.1769061403166996,0.305,0.22825,0,0.0754444444444438,2.9994161144759133,36.475,29.453,2.997679847742884e-05,0.0445737302127729,1,1,1.9069216331059593
SUPPLY003,2019-10-08,2019-10-18,29,0.3248145833333333,0.916,0.056,0.1706106220443563,0.273,0.2162499999999999,0,1.3214444444444444,4.652908931816501,37.371,25.478,0.000131098747937,0.0416908720946634,1,1,1.5150280504551787
SUPPLY003,2019-10-18,2019-10-28,30,0.3410041666666666,0.902,0.108,0.1570388526254703,0.3095,0.21125,0,0.9404444444444444,5.978262542560153,37.955,26.341,9.80294846240068e-05,0.0437688509867725,1,1,1.7951152435762339
SUPPLY003,2019-10-28,2019-11-07,31,0.3667572916666667,1.01,0.085,0.1807833621613653,0.337,0.261,0,-0.0106666666666666,8.48322964736898,48.968,28.048,6.997471921084953e-05,0.0470743375489662,1,1,1.7228050484976123
SUPPLY003,2019-11-07,2019-11-17,32,0.3288677083333333,0.894,0.0,0.164093255992148,0.308,0.2355,5,-0.0913333333333336,7.040574177579554,37.962,24.171,2.853530250141308e-05,0.0422111021724652,1,1,1.9334229204617515
SUPPLY003,2019-11-17,2019-11-27,33,0.3181010416666666,0.956,0.012,0.174086674321103,0.28,0.24825,0,-0.795555555555556,4.530693327491695,34.752,25.737,-5.407117140969407e-06,0.0408291699997178,1,1,1.8529289938758566
