,Supply_ID,Period_Start_Date,Period_End_Date,Period_Index,Mean_Consumption_Period,Max_Consumption_Period,Min_Consumption_Period,Std_Consumption_Period,Median_Consumption_Period,IQR_Consumption_Period,Num_Zero_Readings_Period,Daily_Avg_Change_Period,Daily_Std_Change_Period,Max_Daily_Consumption,Min_Daily_Consumption,Trend_Period,Period_Total_Consumption_Ratio_to_Supply_Total
10,SUPPLY001,2023-01-28,2023-02-07,11,0.33998229166666666,0.418,0.0,0.06663400337355872,0.384,0.14499999999999996,1,0.16066666666666643,5.6473603568392905,34.719,26.043000000000003,1.3392965649919427e-05,0.023363563426788636
11,SUPPLY001,2023-02-07,2023-02-17,12,0.350978125,0.418,0.271,0.06624919414879668,0.384,0.14499999999999996,0,-0.004444444444445139,4.0255183241140235,34.719,26.043000000000003,6.268554707633075e-06,0.024119196457716048
12,SUPPLY001,2023-02-17,2023-02-27,13,0.3403083333333334,0.418,0.271,0.06564025518271406,0.384,0.14499999999999996,0,-0.9591111111111112,4.674029643798926,34.679,26.043000000000003,-1.237673597736152e-05,0.023385968991271426
13,SUPPLY001,2023-02-27,2023-03-09,14,0.3507635416666667,0.418,0.271,0.06603805996451809,0.384,0.14499999999999996,0,0.0,4.012100727798343,34.678,26.044,-6.2695177078104045e-06,0.024104450303455812
14,SUPPLY001,2023-03-09,2023-03-19,15,0.3493020833333334,0.418,0.271,0.06491539690073002,0.384,0.14499999999999996,0,-0.15599999999999958,4.039304055156037,34.678,26.044,2.4600707574552378e-05,0.024004018971285377
15,SUPPLY001,2023-03-19,2023-03-29,16,0.340640625,0.418,0.0,0.07033553588005051,0.384,0.14499999999999996,4,0.9592222222222221,5.382623263283845,34.678,24.959000000000003,2.698240368099356e-05,0.023408804055392855
16,SUPPLY001,2023-03-29,2023-04-08,17,0.29685833333333334,0.418,0.0,0.1391382937573668,0.289,0.123,99,0.04588888888888852,15.454197046793185,35.089,0.052000000000000005,0.00022774922987112617,0.020400087503393047
17,SUPPLY001,2023-04-08,2023-04-18,18,0.3405802083333333,0.411,0.287,0.05658398598753969,0.289,0.10400000000000004,0,0.08977777777777697,4.991169296311684,35.089999999999996,27.648999999999997,3.4227284589067315e-05,0.023404652225552595
18,SUPPLY001,2023-04-18,2023-04-28,19,0.3491770833333333,0.411,0.287,0.057629157619730025,0.391,0.122,0,0.0,5.132677127971328,35.089999999999996,27.648999999999997,-1.9426643258076613e-05,0.02399542897851242
19,SUPPLY001,2023-04-28,2023-05-08,20,0.3118385416666667,0.411,0.0,0.11693030630149134,0.289,0.10400000000000004,43,-0.8267777777777781,15.9204369504874,35.089999999999996,0.053,9.288735529226911e-05,0.021429526553958328
20,SUPPLY001,2023-05-08,2023-05-18,21,0.3569291666666667,0.411,0.287,0.05673535129789932,0.392,0.122,0,0.0,3.5360586462896797,35.089999999999996,27.648999999999997,-4.798073782631887e-06,0.02452815169698171
21,SUPPLY001,2023-05-18,2023-05-28,22,0.21124375000000004,0.902,0.0,0.18005985843579034,0.288,0.391,172,-3.8928888888888884,12.306604349336627,35.379000000000005,0.052000000000000005,-0.0005251751982152761,0.0145166582866515
22,SUPPLY001,2023-05-28,2023-06-07,23,0.304984375,0.902,0.0,0.13976972259823495,0.288,0.122,44,0.8820000000000007,18.547618715080386,35.379000000000005,0.053,9.074222492645907e-05,0.020958508616908084
23,SUPPLY001,2023-06-07,2023-06-17,24,0.32044375,0.902,0.0,0.12332030981905955,0.385,0.119,43,3.849777777777778,12.241256407920085,36.272999999999996,0.053,0.00021923499265949723,0.02202087597310302
24,SUPPLY001,2023-06-17,2023-06-27,25,0.386771875,0.902,0.0,0.13145969237812502,0.392,0.12699999999999995,47,0.8548888888888891,7.953592434309865,41.981,23.296,0.00014774590819868462,0.02657894088825107
25,SUPPLY001,2023-06-27,2023-07-07,26,0.42917500000000003,0.902,0.343,0.093207274595597,0.445,0.126,0,0.0,3.5449249992066143,41.981,34.662,1.086535467160721e-06,0.029492881186655967
26,SUPPLY001,2023-07-07,2023-07-17,27,0.42105104166666674,0.902,0.343,0.08907177747293529,0.445,0.135,0,-0.8132222222222225,4.206510304806641,41.982,34.662,-1.4069520746007705e-05,0.02893460323968715
27,SUPPLY001,2023-07-17,2023-07-27,28,0.42918437500000006,0.902,0.343,0.09000326935102866,0.445,0.135,0,0.0,3.5454241283660277,41.982,34.662,-8.631051845759403e-06,0.02949352543611394
28,SUPPLY001,2023-07-27,2023-08-06,29,0.42868750000000005,0.902,0.343,0.09293214725671359,0.445,0.126,0,-0.053666666666666335,3.548854040391068,41.983,34.663,1.863663046509384e-05,0.029459380214841454
29,SUPPLY001,2023-08-06,2023-08-16,30,0.41394374999999994,0.902,0.343,0.09302118880521858,0.356,0.11499999999999999,0,0.0,5.095492517902466,41.983,34.663,-2.155157774693728e-05,0.02844619056727167
30,SUPPLY001,2023-08-16,2023-08-26,31,0.4291937500000001,0.902,0.343,0.09631388749500468,0.445,0.126,0,0.0,3.5452001353943348,41.983,34.663,1.0810328027699697e-05,0.029494169685571912
31,SUPPLY001,2023-08-26,2023-09-05,32,0.42107395833333333,0.902,0.343,0.09388814673286804,0.445,0.126,0,0.053888888888888827,5.009875209135564,41.984,34.664,5.597709795691862e-06,0.028936178071695517
32,SUPPLY001,2023-09-05,2023-09-15,33,0.3962020833333334,0.902,0.101,0.1468341789796041,0.445,0.12699999999999995,0,-0.11888888888888892,14.651607577706656,41.984,10.805,-3.823877033286754e-05,0.02722698425969725
33,SUPPLY001,2023-09-15,2023-09-25,34,0.44717083333333335,0.898,0.13,0.14353906787926018,0.448,0.18300000000000005,0,0.019444444444444917,3.6746635598075907,48.67,41.179,-6.61057574932282e-06,0.030729553812868727
34,SUPPLY001,2023-09-25,2023-10-05,35,0.41408958333333334,0.919,0.11,0.1460171340519313,0.422,0.23299999999999998,0,-0.49488888888888893,5.275086265750645,48.077,36.976,1.315482655688645e-05,0.028456212225506785
35,SUPPLY001,2023-10-05,2023-10-15,36,0.4146854166666667,0.979,0.11,0.1383572735219469,0.425,0.22724999999999995,0,0.6551111111111112,2.9686114365324245,43.638,36.975,6.641443295836886e-05,0.028497157857724525
36,SUPPLY001,2023-10-15,2023-10-25,37,0.385734375,0.983,0.0,0.13356912214911074,0.397,0.21099999999999997,1,-0.2242222222222223,3.3190684603431184,39.297,31.09,1.5238738594551448e-05,0.02650764394823556
37,SUPPLY001,2023-10-25,2023-11-04,38,0.38845729166666665,0.998,0.099,0.12407330844953113,0.405,0.182,0,0.27977777777777785,3.203859577828662,41.954,34.157,1.6383176142769155e-05,0.026694762624139712
38,SUPPLY001,2023-11-04,2023-11-14,39,0.3802,0.869,0.276,0.09964260221001095,0.452,0.18,0,-0.0266666666666661,7.290496588024717,38.729,28.299999999999997,1.0590669043694723e-05,0.026127322018213075
39,SUPPLY001,2023-11-14,2023-11-24,40,0.3905635416666667,0.869,0.276,0.09832760103922841,0.452,0.176,0,0.0,5.155547521844797,38.729,28.299999999999997,6.26980253884798e-06,0.02683950400236397
40,SUPPLY002,2019-01-01,2019-01-11,1,0.214415625,0.847,0.008,0.18513852200772382,0.1305,0.30625,0,0.02744444444444443,6.073986975436956,27.831,13.061,-2.4279669086012678e-05,0.04518271827261748
41,SUPPLY002,2019-01-11,2019-01-21,2,0.20726770833333333,0.685,0.008,0.1759742616707082,0.1835,0.28500000000000003,0,-0.8897777777777777,3.3800588300271417,25.135,12.494,-7.902806019754794e-05,0.04367647400993305
42,SUPPLY002,2019-01-21,2019-01-31,3,0.21431354166666666,0.829,0.008,0.17203243329766993,0.1855,0.29625000000000007,0,-0.12544444444444458,3.690151016933829,24.799,16.516000000000002,3.985583073549318e-05,0.04516120676901166
43,SUPPLY002,2019-01-31,2019-02-10,4,0.165553125,0.675,0.016,0.15115724360647725,0.099,0.22,0,-0.41522222222222244,3.4875650451919094,19.966,11.676,-9.90302588218959e-06,0.03488617122015443
44,SUPPLY002,2019-02-10,2019-02-20,5,0.15365,0.714,0.008,0.14277998270744938,0.093,0.22324999999999998,0,0.2088888888888888,3.6838030092705973,18.257,11.15,5.464049440157799e-06,0.03237788599868912
45,SUPPLY002,2019-02-20,2019-03-02,6,0.19010000000000002,0.877,0.016,0.18331250034885832,0.1065,0.2635,0,2.0558888888888887,7.474960642780074,36.059,10.546,0.00014134713145305062,0.040058809816796624
46,SUPPLY002,2019-03-02,2019-03-12,7,0.12408437500000001,0.765,0.031,0.14040090136050196,0.06,0.173,0,-2.591,6.486205477781288,32.011,5.91,-0.00016429387266045213,0.02614767164314084
47,SUPPLY002,2019-03-12,2019-03-22,8,0.120728125,0.676,0.031,0.12571654911009608,0.066,0.15725,0,-0.4769999999999998,3.7259861781815564,17.823,6.886,-7.048228812097235e-05,0.025440426085815093
48,SUPPLY002,2019-03-22,2019-04-01,9,0.11209375,0.559,0.0,0.11498719864598177,0.064,0.09575,4,0.35500000000000015,4.425259455670369,15.922,6.793,7.082040290842332e-05,0.023620947990013394
49,SUPPLY002,2019-04-01,2019-04-11,10,0.104790625,0.515,0.026,0.09966774268453173,0.066,0.081,0,0.22244444444444433,2.5723817325151757,13.167,6.42,6.245470508323038e-05,0.022081997461642574
50,SUPPLY002,2019-04-11,2019-04-21,11,0.08296354166666668,0.478,0.009,0.08226235228017585,0.049,0.047,0,-0.5123333333333334,2.7177171026433196,12.681000000000001,4.858,-5.5934624223767704e-05,0.017482486782498065
51,SUPPLY002,2019-04-21,2019-05-01,12,0.06048854166666668,0.356,0.032,0.04000810493954086,0.046,0.03699999999999999,0,-0.18766666666666668,1.5289111321460114,8.697,4.969,-1.8269137390557106e-05,0.012746443906998308
52,SUPPLY002,2019-05-01,2019-05-11,13,0.061588541666666684,0.34,0.032,0.04134405697171516,0.051,0.03599999999999999,0,-0.06622222222222224,0.7658687514479516,7.279,4.881,-7.131199415363951e-06,0.012978241333607863
53,SUPPLY002,2019-05-11,2019-05-21,14,0.058457291666666675,0.326,0.028,0.037068156498994226,0.047,0.035,0,0.019222222222222227,0.812402729220209,6.667,4.5600000000000005,1.0130348177461097e-05,0.012318408886270437
54,SUPPLY002,2019-05-21,2019-05-31,15,0.05071354166666667,0.151,0.032,0.019649064590161424,0.043,0.032,0,0.016666666666666705,0.6772082397608581,5.503,4.296,-2.011442883510049e-06,0.010686607684172494
55,SUPPLY002,2019-05-31,2019-06-10,16,0.0648375,0.338,0.032,0.05294440637914887,0.049,0.03,0,0.6053333333333333,1.5667105667608172,10.662,4.557,6.180611090072797e-05,0.013662877861633617
56,SUPPLY002,2019-06-10,2019-06-20,17,0.12668645833333333,0.399,0.033,0.09581216756526302,0.068,0.189,0,0.04666666666666666,2.118950860685542,14.861,8.944,1.7269692404180094e-05,0.02669599547995018
57,SUPPLY002,2019-06-20,2019-06-30,18,0.14028333333333334,0.475,0.033,0.0972416924476682,0.085,0.192,0,0.5877777777777777,2.1191251601650247,16.307,8.793000000000001,7.162104939349979e-05,0.029561196057160892
58,SUPPLY002,2019-06-30,2019-07-10,19,0.14171979166666665,0.331,0.033,0.09656436919094634,0.144,0.192,0,0.18377777777777776,2.315272920077554,15.748,10.443,1.8453192494783498e-05,0.029863893643614088
59,SUPPLY002,2019-07-10,2019-07-20,20,0.12639166666666665,0.334,0.033,0.08859210893600046,0.0835,0.15450000000000003,0,-0.3659999999999999,1.557988687378699,14.593,9.062,-6.117397588322052e-05,0.02663387552565993
60,SUPPLY002,2019-07-20,2019-07-30,21,0.14220937500000003,0.394,0.033,0.09569227986129354,0.145,0.193,0,0.3946666666666666,2.1529909428513627,16.125,10.907,2.1896433535626617e-05,0.02996706105886645
61,SUPPLY002,2019-07-30,2019-08-09,22,0.117609375,0.425,0.033,0.0935891589513835,0.063,0.15825,0,0.3013333333333333,3.055775924376655,14.074,8.471,4.15992340486476e-06,0.024783227700143688
62,SUPPLY002,2019-08-09,2019-08-19,23,0.14734166666666668,0.348,0.033,0.10232399591021488,0.092,0.203,0,-0.03944444444444449,2.079375093093543,16.292,10.735,-2.1957367032733375e-05,0.031048562877905535
63,SUPPLY002,2019-08-19,2019-08-29,24,0.1430875,0.371,0.034,0.10663286517462289,0.089,0.20500000000000002,0,0.4133333333333334,2.7337769203064095,17.55,10.346,3.2626459555620137e-05,0.03015210389090419
64,SUPPLY002,2019-08-29,2019-09-08,25,0.10888437499999999,0.363,0.033,0.09334287744204472,0.062,0.09025,0,-0.2775555555555555,1.8648270771784112,12.458,7.253,-3.916546811574232e-05,0.022944652657263358
65,SUPPLY002,2019-09-08,2019-09-18,26,0.09084375000000001,0.337,0.033,0.0732450325199092,0.059,0.069,0,0.13100000000000003,1.8643785157526351,11.184,7.329,2.6407946948727222e-05,0.019143043157783368
66,SUPPLY002,2019-09-18,2019-09-28,27,0.08947083333333333,0.344,0.033,0.07222216320862453,0.06,0.07300000000000001,0,0.04633333333333331,1.43938042226508,10.454,7.238,1.59053585127588e-05,0.018853735384799092
67,SUPPLY002,2019-09-28,2019-10-08,28,0.07694791666666667,0.347,0.033,0.05112647014780184,0.06,0.069,0,-0.0035555555555555588,0.673941969147031,7.992,6.416,3.6039942534659655e-06,0.016214844605727065
68,SUPPLY002,2019-10-08,2019-10-18,29,0.06153437500000001,0.348,0.033,0.030987852334579378,0.054,0.048,0,0.045999999999999965,0.5684173202850172,6.982,5.2540000000000004,1.0333310637272824e-05,0.012966827066388452
69,SUPPLY002,2019-10-18,2019-10-28,30,0.06574479166666668,0.38,0.01,0.034838319755959704,0.059,0.05,0,-0.15611111111111114,0.7022790478941482,7.3020000000000005,5.567,-1.9972962752780738e-06,0.013854066837558736
70,SUPPLY002,2019-10-28,2019-11-07,31,0.06478125000000001,0.309,0.032,0.03281995092671708,0.058,0.04925,0,0.055888888888888905,0.6026007061986496,6.89,5.195,1.3322632728551108e-05,0.01365102458413654
71,SUPPLY002,2019-11-07,2019-11-17,32,0.08863854166666667,0.473,0.031,0.07198864159884856,0.07,0.06925,0,0.3786666666666667,1.4454937737672895,9.83,6.422,3.481537930271184e-05,0.018678350778870083
72,SUPPLY002,2019-11-17,2019-11-27,33,0.09051770833333334,0.404,0.031,0.06730156944839576,0.071,0.07725,0,-0.1124444444444445,1.025453693629204,9.607,7.134,1.3775466607494155e-05,0.019074338049328073
73,SUPPLY002,2019-11-27,2019-12-07,34,0.09438854166666667,0.365,0.031,0.06748194115171925,0.074,0.07300000000000001,0,0.16499999999999992,0.8741186990334897,10.596,7.774,3.4025230875901574e-05,0.01989001914523821
74,SUPPLY002,2019-12-07,2019-12-17,35,0.13814479166666666,0.599,0.031,0.11415775299689312,0.102,0.14300000000000002,0,0.023555555555555528,6.831242257289503,20.603,8.236,4.315679189105019e-05,0.02911055200713304
75,SUPPLY002,2019-12-17,2019-12-27,36,0.134034375,0.59,0.032,0.09998531626096402,0.1065,0.13924999999999998,0,0.4714444444444445,4.002828316050762,16.37,8.976,5.2374575330485364e-05,0.028244384729290896
76,SUPPLY002,2019-12-27,2020-01-06,37,0.167690625,0.559,0.007,0.11893515690971994,0.164,0.16825,0,0.38266666666666677,6.592059769146514,23.305,10.473,4.776421876542833e-05,0.03533659576504346
77,SUPPLY002,2020-01-06,2020-01-16,38,0.16241145833333331,0.618,0.021,0.13709090045836855,0.1025,0.229,0,-1.3035555555555556,2.7577777788969473,21.334,9.107,-0.00011013382040345087,0.03422414372142866
78,SUPPLY002,2020-01-16,2020-01-26,39,0.14100833333333332,0.516,0.032,0.11991140252715991,0.089,0.18625,0,0.5073333333333334,5.415822513709252,17.889,8.722,4.9700222113956386e-05,0.029713971633789915
79,SUPPLY002,2020-01-26,2020-02-05,40,0.09910624999999999,0.494,0.032,0.09440341828139319,0.059,0.08225,0,0.06377777777777777,3.539935478853314,13.556,6.8180000000000005,-1.9016812084215392e-06,0.02088415791902104
80,SUPPLY003,2019-01-01,2019-01-11,1,0.13351666666666664,0.818,0.0,0.1603887214034194,0.055,0.21475,11,0.3102222222222222,3.8529040598546493,16.305,8.616,2.2285112614054384e-05,0.017137242470401635
81,SUPPLY003,2019-01-11,2019-01-21,2,0.13670416666666665,0.807,0.0,0.15706726966007478,0.0695,0.19424999999999998,6,0.029777777777777854,1.3319025656722956,14.266,11.734,2.978327613202698e-05,0.017546367126807117
82,SUPPLY003,2019-01-21,2019-01-31,3,0.14244583333333333,0.844,0.0,0.16251592424849118,0.076,0.21500000000000002,3,0.04911111111111113,4.364399713719071,17.52,9.362,2.7289336251449908e-05,0.01828332631180941
83,SUPPLY003,2019-01-31,2019-02-10,4,0.126803125,0.845,0.0,0.15469471361983836,0.056,0.17049999999999998,7,-0.1167777777777778,2.02724664124631,14.133,9.915,8.550892253572241e-06,0.016275540375456102
84,SUPPLY003,2019-02-10,2019-02-20,5,0.1265625,0.803,0.0,0.15773986402560214,0.054,0.192,6,0.2395555555555554,2.5140723493522965,15.197,9.855,2.34516313494263e-05,0.016244655474923535
85,SUPPLY003,2019-02-20,2019-03-02,6,0.12839374999999997,0.789,0.0,0.15648800425930232,0.057,0.15150000000000002,8,-0.30644444444444435,3.571875036696802,15.207,9.131,1.0252669544997415e-05,0.016479701601054525
86,SUPPLY003,2019-03-02,2019-03-12,7,0.1340239583333333,0.789,0.0,0.15519716159320845,0.064,0.17525000000000002,3,-0.16366666666666654,3.416659808936207,17.017,8.636,5.922451087719565e-08,0.017202354793169436
87,SUPPLY003,2019-03-12,2019-03-22,8,0.128578125,0.815,0.001,0.14742266186411127,0.062,0.15525,0,0.4837777777777777,3.107546008419577,15.848,8.862,4.2073891410472396e-05,0.01650336665470935
88,SUPPLY003,2019-03-22,2019-04-01,9,0.12092499999999999,0.799,0.0,0.14079113795103512,0.059,0.126,4,-0.6355555555555555,2.035401134365847,14.407,6.55,-1.536866901982319e-05,0.015521066376731877
89,SUPPLY003,2019-04-01,2019-04-11,10,0.12476145833333334,0.806,0.001,0.14628771048076536,0.059,0.14875000000000002,0,-0.1854444444444443,4.0446485666591325,15.774000000000001,7.122,5.177801028429774e-06,0.016013486673967625
90,SUPPLY003,2019-04-11,2019-04-21,11,0.11892083333333332,0.889,0.001,0.1433291201658677,0.057,0.126,0,0.01644444444444431,6.143891379067324,15.505,6.759,1.5872602943362508e-05,0.015263825906495228
91,SUPPLY003,2019-04-21,2019-05-01,12,0.10687291666666666,0.843,0.001,0.13799166715496183,0.052,0.10825,0,-0.21522222222222215,0.8669349424521107,11.697,9.004,1.4525650526964467e-05,0.013717441665976993
92,SUPPLY003,2019-05-01,2019-05-11,13,0.10218020833333334,0.74,0.001,0.131804884011872,0.051,0.09899999999999999,0,-0.005111111111111239,3.8170534592943692,13.428,6.743,4.124487032863528e-05,0.013115119255157813
93,SUPPLY003,2019-05-11,2019-05-21,14,0.10844166666666664,0.828,0.001,0.13329954325051513,0.053,0.10925000000000001,0,-0.18966666666666654,2.5565116858719814,13.141,8.416,6.943773810518454e-06,0.01391879517334518
94,SUPPLY003,2019-05-21,2019-05-31,15,0.10251979166666668,0.734,0.001,0.12975590954758762,0.052,0.099,0,0.12244444444444429,1.1693019403805747,11.76,8.249,4.023230955111714e-05,0.013158705738160489
95,SUPPLY003,2019-05-31,2019-06-10,16,0.10033541666666665,0.647,0.001,0.1094152244470869,0.059,0.09875,0,-0.040111111111110986,2.659040684365531,12.512,8.021,1.1658405662332589e-05,0.012878335017741436
96,SUPPLY003,2019-06-10,2019-06-20,17,0.11421458333333336,0.627,0.006,0.1053854922505258,0.077,0.08925000000000001,0,-0.24188888888888885,3.227290327985865,14.871,8.525,2.3937024128715364e-05,0.014659765384390667
97,SUPPLY003,2019-06-20,2019-06-30,18,0.12736458333333334,0.754,0.013,0.11383069400947696,0.088,0.09425,0,0.21822222222222226,2.2941542983078635,15.015,9.327,-1.0516843551262578e-05,0.01634760514336544
98,SUPPLY003,2019-06-30,2019-07-10,19,0.10403854166666668,0.749,0.013,0.1033211358614592,0.072,0.076,0,0.5807777777777778,4.197354338681027,13.585,6.337,1.1632981101324944e-05,0.013353641603859571
99,SUPPLY003,2019-07-10,2019-07-20,20,0.0965125,0.7,0.0,0.1131621694304158,0.053,0.081,2,-0.34233333333333327,3.0145034831626916,11.632,6.25,9.590776465686204e-06,0.012387652831791073
100,SUPPLY003,2019-07-20,2019-07-30,21,0.10169583333333333,0.805,0.0,0.1038537472449747,0.0635,0.07400000000000001,3,-0.45433333333333337,2.3457991708584096,13.868,6.781,-2.001156414015221e-05,0.013052948351488352
101,SUPPLY003,2019-07-30,2019-08-09,22,0.10119375,0.697,0.015,0.10748634252550364,0.062,0.065,0,-0.021222222222222302,2.0842055307585303,12.242,8.223,1.2457668682366173e-05,0.012988504533061083
102,SUPPLY003,2019-08-09,2019-08-19,23,0.09545104166666668,0.74,0.011,0.10462034096905867,0.057,0.06225000000000001,0,-0.29055555555555557,2.0019160890950896,10.755,6.348,-3.0754902620337e-06,0.012251411647190685
103,SUPPLY003,2019-08-19,2019-08-29,24,0.10121145833333335,0.577,0.017,0.09502062820856041,0.0675,0.064,0,0.05733333333333333,1.0751817288254113,10.603,8.045,8.385825885227562e-06,0.012990777447818893
104,SUPPLY003,2019-08-29,2019-09-08,25,0.0989875,0.765,0.012,0.09933061598600149,0.061,0.06025,0,-0.03677777777777772,2.630724604447307,11.934,6.917,-4.623160398394616e-06,0.012705326094411799
105,SUPPLY003,2019-09-08,2019-09-18,26,0.10003645833333333,0.753,0.0,0.10743118525908277,0.058,0.07725000000000001,5,-0.1273333333333334,2.462814294663729,11.452,6.606,-1.0892379711783588e-05,0.01283996286859491
106,SUPPLY003,2019-09-18,2019-09-28,27,0.251871875,0.945,0.0,0.18680767836791567,0.225,0.24300000000000002,6,2.3498888888888887,7.338007128036272,36.599000000000004,9.893,0.0003316258684633989,0.032328468805515105
107,SUPPLY003,2019-09-28,2019-10-08,28,0.347275,0.96,0.086,0.17690614031669968,0.305,0.22825000000000004,0,0.07544444444444388,2.9994161144759133,36.475,29.453,2.9976798477428842e-05,0.0445737302127729
108,SUPPLY003,2019-10-08,2019-10-18,29,0.32481458333333335,0.916,0.056,0.17061062204435637,0.273,0.21624999999999997,0,1.3214444444444444,4.652908931816501,37.371,25.478,0.00013109874793700932,0.04169087209466343
109,SUPPLY003,2019-10-18,2019-10-28,30,0.34100416666666666,0.902,0.108,0.15703885262547038,0.3095,0.21125000000000002,0,0.9404444444444443,5.978262542560153,37.955,26.341,9.802948462400681e-05,0.04376885098677257
110,SUPPLY003,2019-10-28,2019-11-07,31,0.3667572916666667,1.01,0.085,0.18078336216136537,0.337,0.261,0,-0.010666666666666677,8.48322964736898,48.968,28.048000000000002,6.997471921084953e-05,0.047074337548966276
111,SUPPLY003,2019-11-07,2019-11-17,32,0.3288677083333333,0.894,0.0,0.16409325599214805,0.308,0.2355,5,-0.09133333333333364,7.040574177579554,37.962,24.171,2.8535302501413076e-05,0.04221110217246529
112,SUPPLY003,2019-11-17,2019-11-27,33,0.31810104166666664,0.956,0.012,0.17408667432110303,0.28,0.24825000000000003,0,-0.795555555555556,4.530693327491695,34.752,25.737000000000002,-5.4071171409694065e-06,0.04082916999971788
113,SUPPLY003,2019-11-27,2019-12-07,34,0.36216041666666665,0.966,0.0,0.18315963195453266,0.3385,0.27025,4,0.7872222222222223,4.904919922327423,40.696,31.517,4.168990526248368e-05,0.046484315618012875
114,SUPPLY003,2019-12-07,2019-12-17,35,0.38000625000000005,1.038,0.057,0.20035198943091612,0.349,0.29300000000000004,0,0.03366666666666715,5.209353606734717,42.956,32.739,3.187342054407573e-05,0.048774878890411155
115,SUPPLY003,2019-12-17,2019-12-27,36,0.351378125,0.913,0.0,0.19249144650261316,0.318,0.27099999999999996,21,-0.17422222222222197,6.513354507812733,39.124,23.793,5.5824123344317805e-05,0.045100377932243876
116,SUPPLY003,2019-12-27,2020-01-06,37,0.3943979166666667,0.928,0.07,0.19123235160437455,0.36,0.29700000000000004,0,-0.2098888888888892,4.769324256234955,42.185,33.3,-1.8540615278445938e-05,0.05062209008416871
117,SUPPLY003,2020-01-06,2020-01-16,38,0.34754375,1.023,0.033,0.18325200504773373,0.3335,0.25325000000000003,0,0.3394444444444448,4.733269750159795,36.669,29.478,2.6256376146241095e-05,0.044608225036744345
118,SUPPLY003,2020-01-16,2020-01-26,39,0.34706041666666665,1.03,0.028,0.19749276328351112,0.311,0.30225,0,0.22277777777777807,3.2375216515792524,35.505,28.116,4.203159400129566e-05,0.044546187833942985
119,SUPPLY003,2020-01-26,2020-02-05,40,0.34709375000000003,0.924,0.035,0.19131925385387466,0.3105,0.2945,0,-0.7249999999999994,4.73345331127286,38.331,26.74,-6.765744917257943e-05,0.0445504662617224
120,SUPPLY004,2019-01-01,2019-01-11,1,0.06558854166666667,0.265,0.007,0.06453373695501348,0.044,0.016,0,0.399,2.2769761746667445,10.314,3.483,8.44861824394341e-05,0.042392166420475885
121,SUPPLY004,2019-01-11,2019-01-21,2,0.07956770833333332,0.259,0.008,0.07783283066723876,0.04,0.02425,0,-0.48433333333333334,3.400646482655908,13.539,3.697,-6.352973880179998e-05,0.051427390328405466
