,Supply_ID,mean_x1_days,max_x1_days,min_x1_days,sd_x1_days,mean_x2_days,max_x2_days,min_x2_days,sd_x2_days,mean_x3_days,max_x3_days,min_x3_days,sd_x3_days,mean_x4_days,max_x4_days,min_x4_days,sd_x4_days,mean_x5_days,max_x5_days,min_x5_days,sd_x5_days,mean_x6_days,max_x6_days,min_x6_days,sd_x6_days,mean_x7_days,max_x7_days,min_x7_days,sd_x7_days,mean_x8_days,max_x8_days,min_x8_days,sd_x8_days,mean_x9_days,max_x9_days,min_x9_days,sd_x9_days,mean_x10_days,max_x10_days,min_x10_days,sd_x10_days,mean_x11_days,max_x11_days,min_x11_days,sd_x11_days,mean_x12_days,max_x12_days,min_x12_days,sd_x12_days,mean_x13_days,max_x13_days,min_x13_days,sd_x13_days,mean_x14_days,max_x14_days,min_x14_days,sd_x14_days,mean_x15_days,max_x15_days,min_x15_days,sd_x15_days,mean_x16_days,max_x16_days,min_x16_days,sd_x16_days,mean_x17_days,max_x17_days,min_x17_days,sd_x17_days,mean_x18_days,max_x18_days,min_x18_days,sd_x18_days,mean_x19_days,max_x19_days,min_x19_days,sd_x19_days,mean_x20_days,max_x20_days,min_x20_days,sd_x20_days,mean_x21_days,max_x21_days,min_x21_days,sd_x21_days,mean_x22_days,max_x22_days,min_x22_days,sd_x22_days,mean_x23_days,max_x23_days,min_x23_days,sd_x23_days,mean_x24_days,max_x24_days,min_x24_days,sd_x24_days,mean_x25_days,max_x25_days,min_x25_days,sd_x25_days,mean_x26_days,max_x26_days,min_x26_days,sd_x26_days,mean_x27_days,max_x27_days,min_x27_days,sd_x27_days,mean_x28_days,max_x28_days,min_x28_days,sd_x28_days,mean_x29_days,max_x29_days,min_x29_days,sd_x29_days,mean_x30_days,max_x30_days,min_x30_days,sd_x30_days,mean_x31_days,max_x31_days,min_x31_days,sd_x31_days,mean_x32_days,max_x32_days,min_x32_days,sd_x32_days,mean_x33_days,max_x33_days,min_x33_days,sd_x33_days,mean_x34_days,max_x34_days,min_x34_days,sd_x34_days,mean_x35_days,max_x35_days,min_x35_days,sd_x35_days,mean_x36_days,max_x36_days,min_x36_days,sd_x36_days,mean_x37_days,max_x37_days,min_x37_days,sd_x37_days,mean_x38_days,max_x38_days,min_x38_days,sd_x38_days,mean_x39_days,max_x39_days,min_x39_days,sd_x39_days,mean_x40_days,max_x40_days,min_x40_days,sd_x40_days
10,SUPPLY011,0.1,0.117,0.086,0.011756794725698936,0.05970000000000001,0.079,0.049,0.008944893018427392,0.0479,0.059,0.035,0.008130190649671137,0.0421,0.061,0.028,0.01034354334301785,0.06120000000000001,0.073,0.048,0.008676917015212768,0.0645,0.118,0.019,0.03359976851772114,0.0435,0.067,0.025,0.014049515610471732,0.052500000000000005,0.078,0.039,0.012402956636759372,0.06580000000000001,0.095,0.043,0.01724206741921887,0.0919,0.115,0.063,0.017641176579557022,0.0905,0.112,0.055,0.01746265857320827,0.0484,0.069,0.03,0.014485241531373311,0.040999999999999995,0.051,0.03,0.006976149845485449,0.05269999999999999,0.066,0.026,0.011566714697306617,0.06589999999999999,0.114,0.047,0.01863360166771607,0.0465,0.074,0.028,0.0165008417293718,0.04329999999999999,0.065,0.026,0.011972654026757996,0.049300000000000004,0.074,0.035,0.012046668511344626,0.0794,0.153,0.045,0.02993028937752227,0.10130000000000002,0.115,0.084,0.011479934184867478,0.063,0.099,0.043,0.018165902124584955,0.0465,0.073,0.03,0.012501111061732784,0.0421,0.058,0.03,0.008332666639997868,0.0607,0.089,0.028,0.018342724867247927,0.0601,0.073,0.051,0.007030884249746495,0.0666,0.105,0.028,0.024189988746495018,0.0632,0.088,0.043,0.017054162085674115,0.0568,0.071,0.032,0.012072006185109969,0.0918,0.15,0.054,0.029928804408685172,0.09809999999999999,0.112,0.084,0.009024041962077378,0.06230000000000001,0.089,0.041,0.016404945053922683,0.04209999999999999,0.054,0.034,0.006951418720104712,0.0467,0.069,0.028,0.014000396819773043,0.06120000000000001,0.077,0.045,0.011399805066559495,0.056400000000000006,0.088,0.027,0.01913228800861111,0.0683,0.1,0.045,0.01760082068793637,0.229,0.554,0.043,0.18810103667975892,0.06580000000000001,0.101,0.048,0.01973040518815792,0.0896,0.119,0.056,0.021930192277618846,0.101,0.127,0.089,0.01142122779934121
11,SUPPLY012,0.0177,0.032,0.01,0.010011659869039366,0.0193,0.041,0.009,0.012211561006776415,0.0213,0.029,0.011,0.0054375239463074244,0.0144,0.028,0.007,0.008540101482613267,0.06510000000000002,0.273,0.006,0.08941967220795309,0.014199999999999999,0.029,0.007,0.009886017061149215,0.027800000000000002,0.036,0.025,0.0030840089349921,0.013500000000000002,0.03,0.006,0.009594558643082837,0.0344,0.054,0.01,0.012038826077875422,0.1038,0.35,0.009,0.1305882417711828,0.1601,0.53,0.031,0.189435682430153,0.0233,0.039,0.008,0.009189970378382923,0.013000000000000001,0.028,0.007,0.008831760866327847,0.013000000000000001,0.028,0.007,0.009067647005823628,0.023500000000000004,0.067,0.007,0.02075384837137976,0.015999999999999997,0.028,0.006,0.01,0.0153,0.027,0.006,0.009580651798749857,0.032100000000000004,0.075,0.008,0.022737389667437397,0.11529999999999999,0.479,0.013,0.14114378012036755,0.1333,0.514,0.019,0.16639581324861114,0.1123,0.486,0.022,0.15020212308012754,0.0236,0.039,0.017,0.0069793345750946145,0.013600000000000001,0.027,0.007,0.008809086218218095,0.0131,0.028,0.007,0.009230986464680312,0.017599999999999998,0.035,0.007,0.010254538290706001,0.013000000000000001,0.028,0.006,0.009510228411791402,0.12809999999999996,0.416,0.006,0.14380345382963974,0.15439999999999998,0.375,0.032,0.08604933985155779,0.09240000000000001,0.249,0.019,0.07124168567473525,0.0206,0.033,0.012,0.009383200117467625,0.0241,0.044,0.012,0.011929887770730375,0.015500000000000003,0.029,0.008,0.008356634091147784,0.014700000000000001,0.031,0.007,0.009843779761859772,0.013500000000000002,0.027,0.007,0.009276613366717163,0.0639,0.195,0.007,0.0629028351242348,0.23509999999999995,0.781,0.067,0.2287315019843135,0.14229999999999998,0.213,0.023,0.07498896215073553,0.029100000000000004,0.042,0.022,0.0071094616142465,0.04259999999999999,0.057,0.032,0.008289216555930429,0.0551,0.075,0.042,0.009362454568944809
12,SUPPLY013,0.2784,0.631,0.099,0.1982973076524798,0.1993,0.561,0.061,0.17745988592104728,0.0486,0.06,0.04,0.005699902533279748,0.046799999999999994,0.054,0.042,0.004289522117905443,0.0591,0.108,0.044,0.017822894140839065,0.101,0.258,0.042,0.07459371436134699,0.10149999999999999,0.123,0.088,0.01225878369895553,0.11710000000000002,0.218,0.087,0.03677695534494997,0.1848,0.302,0.116,0.07651985944112083,0.1879,0.327,0.15,0.06305456191091789,0.1405,0.178,0.118,0.01821019250615191,0.08990000000000001,0.129,0.042,0.023259167846010505,0.044,0.056,0.035,0.006599663291074444,0.0504,0.061,0.042,0.005929212051829108,0.060300000000000006,0.107,0.047,0.016839437837014238,0.1912,0.514,0.055,0.1687060560066927,0.14129999999999998,0.206,0.091,0.04351257800273898,0.2934,0.517,0.113,0.1609500957854121,0.12250000000000001,0.134,0.112,0.007412451985979029,0.08529999999999999,0.124,0.053,0.027503737119808927,0.08509999999999998,0.1,0.078,0.008184674024595537,0.07050000000000001,0.105,0.045,0.021261598142086016,0.0485,0.058,0.042,0.00531768537784794,0.0518,0.063,0.042,0.006713171133426189,0.0735,0.146,0.048,0.029151901024347164,0.16460000000000002,0.555,0.085,0.14126586439916916,0.1701,0.333,0.097,0.0893450862915496,0.2111,0.27,0.145,0.04342925281420347,0.256,0.379,0.163,0.09451866364786259,0.23629999999999995,0.377,0.133,0.1067749970732849,0.1513,0.487,0.08,0.12197727475048602,0.06140000000000001,0.076,0.054,0.006257440016137234,0.06539999999999999,0.108,0.046,0.01830725417848224,0.11000000000000001,0.496,0.049,0.13746676365984295,0.26189999999999997,0.485,0.076,0.13626807729211154,0.11629999999999999,0.349,0.051,0.09632935401239044,0.08109999999999999,0.128,0.047,0.032126313202731495,0.14279999999999998,0.152,0.125,0.0076565150180889835,0.13720000000000002,0.257,0.106,0.045087076246352956,0.2653,0.514,0.117,0.15969696998447475
13,SUPPLY014,0.015,0.022,0.007,0.006091888960832355,0.0152,0.026,0.006,0.006795423296438403,0.013900000000000001,0.025,0.006,0.0059712273073092405,0.0246,0.045,0.01,0.011393955512561131,0.015899999999999997,0.025,0.008,0.0052164270445498526,0.014500000000000002,0.026,0.006,0.006819090848492928,0.014300000000000002,0.026,0.007,0.0065157927802805046,0.0162,0.026,0.008,0.005050852513300216,0.0147,0.024,0.006,0.007008724721532601,0.0137,0.025,0.006,0.006360468186820492,0.016599999999999997,0.027,0.009,0.005561774297230455,0.014400000000000001,0.026,0.006,0.006022181221672647,0.014199999999999999,0.026,0.007,0.007771743691090179,0.024,0.042,0.009,0.012027745701779145,0.016000000000000004,0.028,0.007,0.008259674462242579,0.013000000000000001,0.018,0.008,0.003496029493900505,0.015300000000000003,0.027,0.006,0.007211872926716826,0.015200000000000002,0.028,0.008,0.005996295152471696,0.014700000000000001,0.025,0.007,0.005375872022286245,0.0541,0.196,0.008,0.054504739855049916,0.1921,0.557,0.019,0.2300915035371798,0.2225,0.253,0.128,0.040934229089004605,0.2428,0.256,0.233,0.007885288693369307,0.24880000000000005,0.276,0.232,0.01483838865166221,0.2314,0.24,0.219,0.007933053216343206,0.30649999999999994,0.585,0.217,0.11785136589978261,0.26749999999999996,0.314,0.238,0.027003086243366083,0.2508,0.289,0.239,0.015753659186924725,0.3114,0.641,0.152,0.1455580830993441,0.1428,0.247,0.037,0.08629381334847952,0.2184,0.77,0.079,0.20350113294797922,0.2517,0.668,0.1,0.16820757678799397,0.1652,0.245,0.091,0.05239126305448691,0.154,0.251,0.053,0.0670605033615996,0.2572,0.422,0.06,0.09107359661284933,0.2412,0.264,0.229,0.010891382934330347,0.2218,0.253,0.1,0.04662092996832121,0.21710000000000002,0.315,0.067,0.08315774835282104,0.22799999999999998,0.248,0.141,0.03324655370611116,0.2395,0.249,0.232,0.005661762583821008
14,SUPPLY015,0.3088,0.431,0.186,0.08361791408278225,0.08810000000000001,0.494,0.001,0.15213550246773797,0.0001,0.001,0.0,0.00031622776601683794,0.0007,0.002,0.0,0.0008232726023485646,0.0191,0.133,0.0,0.04315205672966237,0.0002,0.002,0.0,0.0006324555320336759,0.1388,0.332,0.0,0.14500406124580711,0.275,0.563,0.0,0.20633629507836637,0.3151,0.563,0.131,0.14020259151194983,0.6044,0.613,0.6,0.004765617600176408,0.29209999999999997,0.608,0.002,0.29530001693193314,0.0034000000000000002,0.006,0.001,0.0017126976771553505,0.0002,0.001,0.0,0.00042163702135578394,0.0001,0.001,0.0,0.00031622776601683794,0.0,0.0,0.0,0.0,0.0505,0.146,0.0,0.06229722661920388,0.229,0.711,0.001,0.3222024898172645,0.3395,0.749,0.0,0.2798552205059689,0.15380000000000002,0.396,0.001,0.15794148002064282,0.2272,0.229,0.224,0.0016193277068654842,0.24,0.287,0.226,0.02143206320757134,0.056100000000000004,0.227,0.002,0.09365474419969931,0.0002,0.001,0.0,0.00042163702135578394,0.0,0.0,0.0,0.0,0.029600000000000005,0.094,0.0,0.035211109358016864,0.41389999999999993,0.608,0.25,0.11160192152865867,0.3985,0.516,0.375,0.046073009693552935,0.0741,0.42,0.0,0.14008921760395726,0.061,0.164,0.0,0.06764285295251492,0.03880000000000001,0.17,0.003,0.06112973453602138,0.020900000000000002,0.172,0.002,0.053119257859608277,0.0019000000000000002,0.003,0.001,0.0005676462121975467,0.0049,0.01,0.001,0.002998147576235848,0.0022000000000000006,0.003,0.002,0.00042163702135578394,0.3149,0.536,0.001,0.22777642547024046,0.3898,0.603,0.002,0.15293993011055754,0.0006000000000000001,0.005,0.0,0.001577621275493231,0.2927,0.38,0.033,0.14589650060535686,0.26949999999999996,0.401,0.131,0.12407278329897962,0.1331,0.134,0.132,0.0005676462121975472
15,SUPPLY016,0.22890000000000005,0.4,0.122,0.09462493211504977,0.08219999999999998,0.136,0.063,0.021555097360536842,0.0475,0.112,0.017,0.029394821917398235,0.050900000000000015,0.106,0.026,0.0238115284870352,0.1465,0.363,0.032,0.12080126011116127,0.1169,0.342,0.035,0.1149999516908111,0.11580000000000001,0.343,0.024,0.11488332245272932,0.07270000000000001,0.225,0.03,0.06341231916766822,0.10100000000000002,0.143,0.042,0.03937003937005905,0.1484,0.345,0.082,0.08642299076827492,0.2359,0.492,0.092,0.14583739041975635,0.10369999999999999,0.325,0.043,0.08019012130902133,0.0441,0.078,0.023,0.016815667297691954,0.047799999999999995,0.095,0.024,0.022616611397623457,0.18170000000000003,0.359,0.037,0.14244613016856583,0.0683,0.157,0.024,0.04919586703508064,0.1419,0.379,0.055,0.11162382262661398,0.0591,0.122,0.017,0.037185570678243816,0.1719,0.388,0.083,0.09494144394192548,0.1733,0.392,0.095,0.08886950483089735,0.167,0.369,0.045,0.09872970958913815,0.034,0.098,0.017,0.02419366308216541,0.04540000000000001,0.078,0.031,0.015093780912091648,0.052000000000000005,0.096,0.017,0.02988496463292388,0.3638,0.457,0.331,0.03825295921741074,0.16799999999999998,0.362,0.027,0.12167168939404104,0.1279,0.339,0.064,0.07975302153802354,0.2691,0.524,0.084,0.15196377492313387,0.30319999999999997,0.425,0.11,0.1392406390230796,0.1157,0.326,0.042,0.08398286862344144,0.055099999999999996,0.085,0.038,0.015538125155028627,0.1863,0.649,0.031,0.21941794214086804,0.0438,0.071,0.015,0.01825011415489412,0.1628,0.392,0.02,0.14776843746589158,0.3235,0.769,0.052,0.22798208993983132,0.12669999999999998,0.266,0.055,0.06478691568862069,0.0804,0.157,0.045,0.03827444752486094,0.1502,0.281,0.044,0.0837241502395416,0.1531,0.642,0.076,0.1734118091583026,0.1113,0.258,0.054,0.06435845796094801
16,SUPPLY017,0.060399999999999995,0.107,0.028,0.026175476224045202,0.046400000000000004,0.065,0.029,0.016513967152417104,0.043699999999999996,0.065,0.027,0.014337596265297287,0.053700000000000005,0.097,0.019,0.02746735436032301,0.0849,0.267,0.042,0.06702313033572813,0.2686,0.657,0.039,0.22360341877728276,0.033499999999999995,0.051,0.014,0.014539218991709593,0.0607,0.098,0.036,0.018166207945278817,0.06960000000000001,0.117,0.034,0.027269030052423943,0.09119999999999999,0.109,0.072,0.015208184930782796,0.0812,0.139,0.056,0.024017586149412365,0.0595,0.079,0.035,0.01833181811920344,0.0474,0.067,0.033,0.012518430856585466,0.0754,0.109,0.039,0.02207663420401257,0.0759,0.123,0.038,0.023844170030522017,0.0809,0.176,0.022,0.04662962815873854,0.1339,0.395,0.044,0.1255940992952208,0.056900000000000006,0.077,0.035,0.016086225992030155,0.0809,0.105,0.06,0.0172140123800996,0.0729,0.104,0.035,0.025739938703199048,0.03730000000000001,0.063,0.018,0.016905291742199808,0.06220000000000001,0.116,0.028,0.023054524742685788,0.05169999999999999,0.103,0.029,0.023697397888094524,0.0643,0.089,0.043,0.016275748830699002,0.1216,0.446,0.043,0.14003110765508894,0.0391,0.08,0.016,0.02003025489381279,0.13440000000000002,0.718,0.022,0.2173952876929744,0.0885,0.121,0.056,0.021287711635276037,0.09979999999999999,0.121,0.081,0.0172999678869323,0.0668,0.118,0.033,0.02745420429248193,0.04910000000000001,0.069,0.033,0.015609470060048663,0.07469999999999999,0.133,0.043,0.02575978778380495,0.0785,0.133,0.045,0.02830881291910505,0.0954,0.142,0.053,0.028975852015083178,0.0612,0.083,0.04,0.01827445089614338,0.1286,0.54,0.025,0.1585252871521344,0.09580000000000001,0.238,0.033,0.06354490975330404,0.31120000000000003,0.561,0.077,0.18317678164367157,0.2041,0.487,0.098,0.13599383155945793,0.13289999999999996,0.194,0.103,0.02527822954419255
17,SUPPLY018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,SUPPLY020,0.24009999999999998,0.472,0.058,0.16940972686228956,0.056600000000000004,0.07,0.049,0.007074209810603901,0.0475,0.06,0.037,0.0077638764659014115,0.0442,0.067,0.024,0.016758414138707888,0.0415,0.066,0.022,0.018069310999592653,0.2231,0.462,0.001,0.2004896506057108,0.0,0.0,0.0,0.0,0.0002,0.002,0.0,0.0006324555320336759,0.04129999999999999,0.063,0.009,0.019590530592326714,0.04960000000000001,0.072,0.024,0.020161569603800417,0.0407,0.08,0.023,0.016021166554835445,0.0366,0.048,0.028,0.006095535707019979,0.19069999999999998,0.435,0.03,0.17861071885216992,0.0558,0.073,0.027,0.013323329580518194,0.028900000000000002,0.053,0.009,0.013403565031571099,0.0095,0.04,0.0,0.01638596960817394,0.20709999999999998,0.443,0.0,0.18392477326945988,0.1457,0.345,0.0,0.10886285970073642,0.07360000000000001,0.162,0.022,0.05433680970473781,0.23360000000000003,0.448,0.062,0.16367800368066837,0.0477,0.061,0.039,0.006961002482082273,0.033100000000000004,0.038,0.028,0.0036040101122068015,0.03350000000000001,0.042,0.025,0.006670832032063167,0.040900000000000006,0.062,0.018,0.013843971812870596,0.020300000000000002,0.064,0.0,0.026658540428496417,0.18359999999999999,0.359,0.01,0.1195781473904548,0.0053,0.024,0.0,0.008756584823878415,0.047,0.057,0.026,0.009797958971132713,0.1335,0.474,0.034,0.17261019024894728,0.1738,0.466,0.05,0.18137609789850725,0.0519,0.072,0.034,0.011551334699216941,0.0349,0.044,0.029,0.005258854966202771,0.03300000000000001,0.054,0.024,0.00816496580927726,0.0375,0.058,0.021,0.014001983986405482,0.174,0.401,0.0,0.18370568248635583,0.022,0.22,0.0,0.06957010852370434,0.0177,0.032,0.0,0.011860766323378003,0.0305,0.051,0.022,0.009766723549322407,0.21990000000000004,0.44,0.032,0.1815130543208639,0.0381,0.054,0.03,0.008075339690137568
19,SUPPLY021,0.014900000000000002,0.028,0.009,0.007248754682319195,0.014499999999999999,0.029,0.01,0.007546154281781181,0.013500000000000002,0.025,0.01,0.005380004130522992,0.014900000000000002,0.029,0.01,0.00688718616949864,0.014700000000000001,0.029,0.01,0.006912950809089336,0.014600000000000002,0.028,0.01,0.006883151732874831,0.0147,0.027,0.01,0.006750308634919344,0.013799999999999998,0.028,0.01,0.006762642481555073,0.013300000000000001,0.029,0.01,0.0063078434420084425,0.014800000000000002,0.028,0.01,0.006746192341692542,0.015100000000000002,0.029,0.01,0.00682234889495139,0.015000000000000003,0.03,0.01,0.007241853660800144,0.0147,0.029,0.01,0.007318925239860472,0.0132,0.023,0.01,0.004871686908385363,0.014100000000000001,0.027,0.01,0.006999206304209706,0.014500000000000002,0.028,0.009,0.00680277721065285,0.014800000000000002,0.028,0.01,0.006629898608240971,0.0147,0.029,0.009,0.0070087247215326,0.013299999999999998,0.029,0.009,0.006617317348358692,0.013600000000000001,0.029,0.01,0.00656928881657334,0.015000000000000003,0.029,0.01,0.00697614984548545,0.015000000000000003,0.026,0.01,0.006616477747093069,0.015,0.029,0.01,0.007241853660800144,0.013499999999999998,0.03,0.009,0.00675359986311827,0.0137,0.028,0.01,0.006515792780280505,0.014700000000000001,0.025,0.009,0.006342975116877989,0.014800000000000002,0.027,0.009,0.006795423296438403,0.015,0.027,0.01,0.007118052168020874,0.0139,0.027,0.009,0.006919376979018977,0.013399999999999999,0.028,0.009,0.006058969476000941,0.0217,0.057,0.01,0.014682188755995022,0.015500000000000003,0.029,0.01,0.007735200923914862,0.015400000000000002,0.029,0.01,0.0069793345750946145,0.0153,0.027,0.01,0.007040359839288519,0.013699999999999999,0.029,0.009,0.006377913277693402,0.013900000000000001,0.029,0.01,0.006919376979018977,0.014800000000000002,0.028,0.01,0.006957010852370434,0.014900000000000002,0.026,0.01,0.0065565912552856985,0.0149,0.028,0.009,0.006773313648265359,0.013499999999999998,0.029,0.01,0.006293735862833069
20,SUPPLY022,0.012,0.024,0.004,0.008445906306213285,0.0103,0.024,0.003,0.00848593607748203,0.011400000000000002,0.024,0.004,0.008355969256897864,0.0118,0.024,0.004,0.007814516406449389,0.0098,0.024,0.003,0.007743097284391794,0.0118,0.025,0.003,0.009704523572941525,0.0098,0.021,0.003,0.006795423296438405,0.011800000000000001,0.023,0.004,0.009114091653405,0.009600000000000001,0.024,0.003,0.007763160868271806,0.0115,0.023,0.003,0.008072587358874889,0.0116,0.023,0.003,0.008342661445845685,0.0098,0.024,0.003,0.007390684827688312,0.0117,0.025,0.003,0.008718435129718585,0.0108,0.024,0.003,0.008443274772793368,0.010400000000000001,0.024,0.003,0.00909456492148531,0.0116,0.024,0.003,0.008474799243771041,0.0095,0.022,0.003,0.006980130530457308,0.0116,0.024,0.003,0.007777460310981272,0.0107,0.023,0.004,0.008420213774008353,0.010600000000000002,0.023,0.004,0.008221921916437785,0.0118,0.024,0.003,0.007685484153042452,0.009600000000000001,0.024,0.003,0.007560129334578579,0.0117,0.024,0.003,0.008499019551297273,0.0114,0.024,0.003,0.008275801404630787,0.009800000000000001,0.024,0.003,0.00777174369109018,0.0114,0.023,0.004,0.007805980613179445,0.010900000000000002,0.024,0.003,0.008672433978480961,0.009999999999999998,0.023,0.003,0.007958224257542215,0.0114,0.023,0.003,0.0074565407529229,0.011500000000000002,0.024,0.003,0.008682677518420737,0.0097,0.023,0.004,0.007318925239860471,0.011600000000000003,0.023,0.004,0.008315981935740093,0.0115,0.024,0.003,0.009131751687868483,0.0098,0.024,0.003,0.007375635565834309,0.011200000000000002,0.023,0.003,0.008521867296679891,0.0115,0.023,0.003,0.007735200923914862,0.0106,0.023,0.003,0.007862710869809612,0.0104,0.023,0.003,0.008002777295692067,0.0115,0.024,0.003,0.007778174593052022,0.0116,0.024,0.003,0.008996295533903572
21,SUPPLY023,0.17540000000000003,0.433,0.13,0.09337403874263504,0.07139999999999999,0.109,0.04,0.0221017847444248,0.0533,0.07,0.04,0.010044899203078151,0.06899999999999999,0.088,0.053,0.010862780491200215,0.1288,0.272,0.04,0.08052025280083958,0.1031,0.15,0.052,0.026349994729073897,0.038900000000000004,0.171,0.0,0.05241172472728682,0.27399999999999997,0.541,0.017,0.1873938217883515,0.20599999999999996,0.585,0.102,0.14196321902364553,0.5384,0.914,0.113,0.24455910442172374,0.12530000000000002,0.15,0.1,0.016733532535334883,0.0865,0.11,0.063,0.014261447643520936,0.086,0.106,0.071,0.012701705922171767,0.16260000000000002,0.406,0.078,0.11553469897250206,0.1524,0.601,0.073,0.15991539429752638,0.032600000000000004,0.083,0.0,0.029010342983149993,0.2386,0.545,0.024,0.19607436231072015,0.1649,0.464,0.039,0.12214604191522359,0.181,0.314,0.137,0.06035082619336891,0.1728,0.53,0.098,0.13139321815747487,0.0829,0.12,0.059,0.017953334571110244,0.05700000000000001,0.074,0.039,0.01057250101810247,0.0593,0.074,0.043,0.010812030336620407,0.06699999999999999,0.12,0.043,0.022085691697969926,0.0962,0.224,0.043,0.06646101614229703,0.0359,0.094,0.0,0.033903293841946,0.16260000000000002,0.456,0.009,0.18225879036871354,0.2141,0.535,0.128,0.12839474720996616,0.13820000000000002,0.208,0.105,0.03392409828491311,0.1332,0.178,0.093,0.024343833351019764,0.06910000000000001,0.113,0.05,0.019930155822549683,0.058600000000000006,0.082,0.043,0.013318324886327776,0.0702,0.107,0.045,0.021070252859316983,0.1583,0.421,0.076,0.12838488142214322,0.0935,0.142,0.064,0.02319602456360907,0.17229999999999998,0.594,0.099,0.1502975197547998,0.21759999999999996,0.474,0.134,0.10372634937929491,0.2852,0.802,0.133,0.23395811590966445,0.2571,0.574,0.134,0.16537395334345867,0.29490000000000005,0.694,0.168,0.18145427951843834
22,SUPPLY024,0.09630000000000001,0.232,0.051,0.05992226445802744,0.0232,0.03,0.013,0.004984420171338331,0.015600000000000003,0.023,0.008,0.0055015149428740695,0.030300000000000004,0.041,0.006,0.009741663102366044,0.023799999999999998,0.045,0.014,0.010108302418199494,0.011300000000000001,0.017,0.006,0.004667856991049415,0.0167,0.039,0.006,0.011450861200024313,0.0686,0.139,0.035,0.040544077523384625,0.029200000000000004,0.17,0.006,0.050006221835109915,0.0236,0.062,0.006,0.020150544519800067,0.06050000000000001,0.104,0.037,0.02024434077299958,0.0358,0.045,0.028,0.005245103536738917,0.019700000000000002,0.039,0.006,0.012754519896012464,0.0189,0.034,0.007,0.008849984306326325,0.015500000000000003,0.026,0.006,0.006996030620605118,0.0106,0.016,0.005,0.00474224513167433,0.040799999999999996,0.067,0.006,0.02352681685037547,0.046799999999999994,0.077,0.029,0.016844385810510676,0.055200000000000006,0.076,0.04,0.013709688382875649,0.041600000000000005,0.11,0.009,0.03258561373094302,0.018300000000000004,0.034,0.006,0.00939325999498222,0.035100000000000006,0.04,0.029,0.004148627617792553,0.015300000000000003,0.041,0.006,0.009855060741681009,0.013600000000000001,0.039,0.006,0.01009069978852915,0.1696,0.394,0.006,0.1529736360727996,0.1452,0.474,0.044,0.14159786564618676,0.08660000000000001,0.189,0.056,0.04257594521688404,0.0772,0.217,0.03,0.05678771385118831,0.17099999999999999,0.451,0.006,0.18208667044996885,0.0543,0.238,0.006,0.0736312886391829,0.042499999999999996,0.053,0.035,0.005759050847723665,0.03949999999999999,0.046,0.03,0.004972144630058766,0.0198,0.04,0.007,0.009693067396627114,0.039799999999999995,0.154,0.007,0.0470361563055486,0.0445,0.054,0.035,0.006240548408949684,0.05789999999999999,0.152,0.031,0.036927707152699794,0.044399999999999995,0.064,0.03,0.010574602698079121,0.1348,0.398,0.036,0.11517600058654194,0.0887,0.408,0.027,0.11325492385665965,0.034100000000000005,0.039,0.028,0.004228212125447088
